task,split,paper_id,promptbook_version,judgment_index,pass_name,model_used,truth,decision,confidence,status,outcome,reasoning,promptbook_evidence,run_id,response_id,configuration_fingerprint,configuration_source,effort,route,transport
exclusion,build,U4A6LS8G,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,U7PLGE75,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,U9LEIXXF,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Self-declared subgroup/secondary analysis of DKA patients from SALT-ED/SMART trials, whose primary results were reported elsewhere.",E5,,,,,,,
exclusion,build,UBM2R4MP,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UHEKLJLC,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,UHLRHMGI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UIB8ZYW3,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Self-declared secondary analysis of a cluster-randomized trial (Jumpstart Tips), primary results published elsewhere.",E5,,,,,,,
exclusion,build,UMV6NC2L,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,UPVYYFVQ,v1,1,primary,claude-sonnet-5,no,no,0.85,scored,true_negative,"Cluster RCT (family-randomized), primary outcomes (energy/nutrient intake) reported with treatment effects; no exclusion criteria met.",E10,,,,,,,
exclusion,build,URUAWZAY,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UVKTJIEB,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,V4KK3YW4,v1,1,primary,claude-sonnet-5,yes,yes,0.85,scored,true_positive,Describes campaign development process; outcomes/effectiveness relegated to a separate protocol/future paper; no treatment effect reported here.,E5,,,,,,,
exclusion,build,V6LBW3SS,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VAKS8AI7,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VD74N4DN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VFJZH9TR,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,VG2ZZL79,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VGZFSIYN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VIYWFDG9,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VMHXT33Z,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,VPCPTPZL,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VXZHWRTC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VZQD5RZ8,v1,1,primary,claude-sonnet-5,yes,yes,0.93,scored,true_positive,"Self-declared secondary analysis of REDAPS stepped-wedge trial's usual-care period; also observational cohort design, not a treatment-effect trial itself.",E5,,,,,,,
exclusion,build,W2VQEXEG,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,W75ICDYI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,W8PNS3ZQ,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Explicitly self-declared 'pre-specified secondary analysis' of ICU-RESUS trial, pointing to primary results published elsewhere.",E5,,,,,,,
exclusion,build,W95M9S6N,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WCA66X4I,v1,1,primary,claude-sonnet-5,no,yes,0.85,scored,false_positive,"Design/protocol paper only; trial ongoing, no post-randomization treatment effect results reported ('results expected in 2021').",E6,,,,,,,
exclusion,build,WD74R75C,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WGQGTBTE,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WJWMFQRJ,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WK6HCXYF,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WKMKUPTU,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WPF7MUCV,v1,1,primary,claude-sonnet-5,yes,wrong_text,0.9,not_scored,wrong_text,"This is a commentary/letter critiquing another trial's statistical analysis, not a study report itself.",WRONG_TEXT,,,,,,,
exclusion,build,WTLH8PPX,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WTQJUCGN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WUNIU4CC,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WY9D5UIK,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,X2MP4F7R,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,X2MXMQA7,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,XEIAGV9H,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,XEKC6EFN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XFPCQLGP,v1,1,primary,claude-sonnet-5,no,no,0.93,scored,true_negative,"This is a full pragmatic cluster RCT (32 CHCs) with primary outcome (SBP change), reported here in full, none of the exclusion criteria apply.",E5,,,,,,,
exclusion,build,XGSXVHMB,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XSWEUIXG,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XVICZIA8,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XVK2U8K6,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XXY9RT8Q,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XYJLRGVC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y5J6YZK2,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y65DB7TT,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y9EY4XQ8,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YAIMEWET,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YCFJFHMC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YFHGVNZN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YJDJH8TY,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YNAD85P3,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YR23V33N,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YUL5IEIT,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YZ7GZ47B,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Z2W7K5DA,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,Z6DJN9CQ,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Z6WDVTKT,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,ZETJJPRR,v1,1,primary,claude-sonnet-5,no,yes,0.85,scored,false_positive,"Primary outcome is provider adoption/fidelity of TDT guidelines (4As), not patient cessation outcomes—classic implementation study.",E7,,,,,,,
exclusion,build,ZFMGD92P,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,ZH47UTGY,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,ZQ2U7SAI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,ZS5WVT7S,v1,1,primary,claude-sonnet-5,yes,yes,0.85,scored,true_positive,"Observational feasibility cohort study simulating a proposed stepped-wedge trial; no actual randomization occurred, and it's a feasibility/methods paper.",E9,,,,,,,
exclusion,build,ZXHI8G3B,v1,,,,no,,,missing,missing,,,,,,,,,
