removed_paper_id,matched_validation_paper_id,matched_on,pdf_bytes_identical,doi,pmid,pmcid,year,journal,nih_institute_folder,validation_group,removed_verdict,validation_verdict,removed_md5,validation_md5,title
VQERMQTN,PDP273K4,DOI,True,10.1186/s13012-021-01156-6,34563227,PMC8466719,2021,Implementation science : IS,NIA; NIDA,NCI,VERIFIED,VERIFIED,e5c038569bf78181b68f1479fa85fe28,e5c038569bf78181b68f1479fa85fe28,Behavioral economic implementation strategies to improve serious illness communication between clinicians and high-risk patients with cancer: protocol for  a cluster randomized pragmatic trial.
GE5YUEC5,C69UAKKB,DOI,True,10.1016/j.cct.2021.106519,34333138,PMC8665835,2021,Contemporary clinical trials,NIA; NIDDK; NIMHD; NINDS,NCI,VERIFIED,VERIFIED,fd588cda623aad344178290c55c8722d,fd588cda623aad344178290c55c8722d,Using increased trust in medical researchers to increase minority recruitment: The RECRUIT cluster randomized clinical trial.
82SN3AXQ,YZ7GZ47B,DOI,False,10.1177/0890117117696244,28299947,PMC6719311,2018,American journal of health promotion : AJHP,NIA; NICHD,NHLBI,VERIFIED,VERIFIED,51d59ccb56ccdae057bba86720e4757e,8f7d4689de574e723a23faa13046a5ec,"Effects of a Flexibility/Support Intervention on Work Performance: Evidence From the Work, Family, and Health Network."
6TH7JZG3,BLWKH6C8,DOI,True,10.1186/s13012-021-01139-7,34266468,PMC8281481,2021,Implementation science : IS,NIA; NIDA,NCI,VERIFIED,VERIFIED,2569dc33fab7826678f8ee0328e7a049,2569dc33fab7826678f8ee0328e7a049,Rationale and protocol for a cluster randomized pragmatic clinical trial testing behavioral economic implementation strategies to improve tobacco treatment rates  for cancer patients who smoke.
4P75RKMV,4Q7JQUVU,DOI,False,10.1056/nejmoa1900669,32579812,PMC7405505,2020,The New England journal of medicine,NIA; NIGMS,NHLBI,VERIFIED,VERIFIED,3a34d905419f9c18a3746372e8b9f4c6,0df104fb94e8fe43733db5138d880b36,Effect on Patient Safety of a Resident Physician Schedule without 24-Hour Shifts.
V4D33GKD,HBD3Y6S2,DOI,False,10.1001/jamanetworkopen.2020.25810,33284337,PMC8184122,2020,JAMA network open,NIA; NIEHS,NCI,VERIFIED,VERIFIED,3756c30d31729487e0e19149b7ca3c1d,fbe4384af283431908fc119f9a2cc340,Assessment of Financial Toxicity Among Older Adults With Advanced Cancer.
CGFN57QZ,8RFFGGMQ,DOI,True,10.2105/ajph.2023.307413,37939328,PMC10632833,2023,American journal of public health,NIA; NICHD,NHLBI,VERIFIED,VERIFIED,af975949672e592d5a0340c70f34bcc5,af975949672e592d5a0340c70f34bcc5,"Employee Cardiometabolic Risk Following a Cluster-Randomized Workplace Intervention From the Work, Family and Health Network, 2009-2013."
4XYV8HZY,PVP9PWD9,DOI,False,10.1177/17407745231185055,37493171,PMC10811279,2023,"Clinical trials (London, England)",NIA; NICHD; NLM,NHLBI,VERIFIED,VERIFIED,7ed0fb9ef09c298a1d14cd9b25f0934a,662e535c8fa759be212e9c00ec381340,Assessing the representativeness of cluster randomized trials: Evidence from two large pragmatic trials in United States nursing homes.
RPDUHJVP,Z6DJN9CQ,DOI,True,10.1016/j.jpainsymman.2021.07.032,34371137,PMC8816807,2022,Journal of pain and symptom management,NIA; NINR,NCI,VERIFIED,VERIFIED,5c95d133ea5688dbc15a8e4aa1bff019,5c95d133ea5688dbc15a8e4aa1bff019,Completion of Patient-Reported Outcome Questionnaires Among Older Adults with Advanced Cancer.
DVTPLYEC,E92KWK4B,DOI,True,10.18865/ed.decipher.18,38846735,PMC11895547,2023,Ethnicity & disease,NIA; NIDDK; NIMHD,NCI,VERIFIED,VERIFIED,3209f396d315ed27c76c6586fcbcf02e,3209f396d315ed27c76c6586fcbcf02e,Process of Engaging Community and Scientific Partners in the Development of the CIRCL-Chicago Study Protocol.
ZSVGVCQS,NCY67FZ9,DOI,False,10.1016/j.jagp.2019.04.011,31138456,PMC6739142,2019,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,NIA,NCI,VERIFIED,VERIFIED,23b52cab702fabdee1474bc71d7888fd,5bd793b4b867ccc59b043052d2a4618d,Changes in Moderate Intensity Physical Activity Are Associated With Better Cognition in the Multilevel Intervention for Physical Activity in Retirement  Communities (MIPARC) Study.
DZM6LTUC,7MXH2IXG,DOI,False,10.1002/pon.5895,35112424,PMC9177692,2022,Psycho-oncology,NIA,NCI,VERIFIED,VERIFIED,bce6cec7eda72efc83024fd40c999835,11b270b470f4a03389d96572c0dd1120,The shared uncertainty experience of older adults with advanced cancer and their caregivers.
TLXU4MVQ,R7T6WKEW,DOI,True,10.1016/j.jgo.2022.03.001,35292232,PMC9283231,2022,Journal of geriatric oncology,NIA,NCI,VERIFIED,VERIFIED,3ab4ed71cb97e14f81bbfcacc1a721d2,3ab4ed71cb97e14f81bbfcacc1a721d2,"Protocol paper: Multi-site, cluster-randomized clinical trial for optimizing functional outcomes of older cancer survivors after chemotherapy."
M3IMKTAR,ZFMGD92P,DOI,True,10.1186/s12992-018-0342-0,29490675,PMC5831713,2018,Globalization and health,NIA,NHLBI,VERIFIED,VERIFIED,5205b85f8f55963fa6f3aefc4eb3d63b,5205b85f8f55963fa6f3aefc4eb3d63b,"A qualitative evaluation of a simplified cardiovascular management program in Tibet, China."
PX36RSR8,SJVU6KJ3,DOI,True,10.1200/op.21.00573,34767474,PMC9014423,2022,JCO oncology practice,NIA,NCI,VERIFIED,VERIFIED,a9250982a3bd29196117377e6f3d9d12,a9250982a3bd29196117377e6f3d9d12,"Effects of an Oncology Nurse-Led, Primary Palliative Care Intervention (CONNECT) on Illness Expectations Among Patients With Advanced Cancer."
82VGQ9L3,G4WN7HVX,DOI,False,10.1016/j.jgo.2021.01.002,33478890,PMC8184574,2021,Journal of geriatric oncology,NIA,NCI,VERIFIED,VERIFIED,f6eeabce7ae169f0635c21fef0a0a46e,20f4268dd983b664c892ff60d6d690b0,Poor patient health is associated with higher caregiver burden for older adults with advanced cancer.
VMVQ2SRD,62TBCTHX,DOI,True,10.1016/j.jpainsymman.2022.11.025,36503155,PMC10191108,2023,Journal of pain and symptom management,NIA,NCI,VERIFIED,VERIFIED,53e3ae26b59360233b3b9bab522af389,53e3ae26b59360233b3b9bab522af389,Examining Caregiver Outcomes in the CONNECT Intervention for Patients With Advanced Cancer.
AD2GEB7Y,EEIQW8EX,DOI,False,10.1001/jamainternmed.2020.0440,32310288,PMC7171581,2020,JAMA internal medicine,NIA,NCI,VERIFIED,VERIFIED,481b2d59b266a5c86fab3198d63f71cc,ed36c04fc66a1f43a7debdc86c48da0c,Effect of a Mammography Screening Decision Aid for Women 75 Years and Older: A Cluster Randomized Clinical Trial.
V4IJ9JW5,S7VJ7LXE,DOI,True,10.1016/j.jgo.2023.101687,38302299,PMC10923001,2024,Journal of geriatric oncology,NIA,NCI,VERIFIED,VERIFIED,52ef41c76b3a088c327c90e46904cce5,52ef41c76b3a088c327c90e46904cce5,Decreasing polypharmacy in older adults with cancer: A pilot cluster-randomized trial protocol.
VDTZHUI6,GVSXRYPK,DOI,True,10.1016/j.jgo.2018.02.007,29530495,PMC6113101,2018,Journal of geriatric oncology,NIA,NCI,VERIFIED,VERIFIED,752b2680b5de4098c3486ccfe8861abb,752b2680b5de4098c3486ccfe8861abb,"Geriatric assessment-driven polypharmacy discussions between oncologists, older patients, and their caregivers."
4SECYYI8,I6GH9T7T,DOI,True,10.3389/fonc.2022.835582,35433441,PMC9008713,2022,Frontiers in oncology,NIA,NCI,VERIFIED,VERIFIED,954df0d2e910fdd747c112c43a81be37,954df0d2e910fdd747c112c43a81be37,A Geriatric Assessment Intervention to Reduce Treatment Toxicity Among Older Adults With Advanced Lung Cancer: A Subgroup Analysis From a Cluster Randomized  Controlled Trial.
45QRDBNZ,D7FNGV5H,DOI,False,10.1001/jamaoncol.2019.4728,31697365,PMC6865234,2020,JAMA oncology,NIA,NCI,VERIFIED,VERIFIED,a4c1dc3b6b86c4ba597e8984e47f06de,e9152af8d58f30eedd4e28faad602c22,Communication With Older Patients With Cancer Using Geriatric Assessment: A Cluster-Randomized Clinical Trial From the National Cancer Institute Community  Oncology Research Program.
YVTFQYD2,GQ47R7MS,DOI,False,10.1089/jpm.2022.0277,36472545,PMC10150730,2023,Journal of palliative medicine,NIA,NCI,VERIFIED,VERIFIED,a738b298cad0458a8a9b5fb675ac188d,924a47c77cba3297833e863db44d036b,Symptom Burden and Shared Care Planning in an Oncology Nurse-Led Primary Palliative Care Intervention (CONNECT) for Patients with Advanced Cancer.
JNM3WPH3,T3W2WZCX,DOI,True,10.1186/s13063-021-05938-7,34980208,PMC8721474,2022,Trials,NIA,NHLBI,VERIFIED,VERIFIED,677d7a7337947f1df612dab9dc44ef6b,677d7a7337947f1df612dab9dc44ef6b,Social Mobile Approaches to Reducing Weight (SMART) 2.0: protocol of a randomized controlled trial among young adults in university settings.
N6Z88UT5,B6VJ22FA,DOI,False,10.1177/02692163231214422,38087831,PMC11552658,2024,Palliative medicine,NIA,NCI,VERIFIED,VERIFIED,4e903c7fae2a88912e96d08480d194a4,279d671adfbafe04241e68a45b882789,Hope and illness expectations: A cross-sectional study in patients with advanced cancer.
CLP2FY5Z,HA9IHJB6,DOI,True,10.1016/j.jpainsymman.2020.02.005,32061833,PMC7311277,2020,Journal of pain and symptom management,NIA,NCI,VERIFIED,VERIFIED,6bc1d11b5cae69eea29f0bca60dcc022,6bc1d11b5cae69eea29f0bca60dcc022,Associations of Caregiver-Oncologist Discordance in Prognostic Understanding With Caregiver-Reported Therapeutic Alliance and Anxiety.
33MGPB3E,7BJRB6LP,DOI,False,10.1634/theoncologist.2018-0890,31015317,PMC6656513,2019,The oncologist,NIA,NCI,VERIFIED,VERIFIED,dc9549e845b5312618205a40ffc9f18b,dd718d328e6d9872058e5fb08a4e6677,"Beliefs About Advanced Cancer Curability in Older Patients, Their Caregivers, and Oncologists."
UN3SHL78,ALFCPWRB,DOI,False,10.1002/onco.13699,33523583,PMC8018313,2021,The oncologist,NIA,NCI,VERIFIED,VERIFIED,37c909a03c5b3d468156d8853114e6c7,a00028e3b78388b7992923228c05e58c,"Caregiver-Oncologist Prognostic Concordance, Caregiver Mastery, and Caregiver Psychological Health and Quality of Life."
DCJKXL89,HI3CPFP8,DOI,True,10.1016/j.jgo.2019.12.011,31899198,PMC7326651,2020,Journal of geriatric oncology,NIA,NCI,VERIFIED,VERIFIED,97016a052712606a1f6e0ce2d2d982ad,97016a052712606a1f6e0ce2d2d982ad,Relationships of self-perceived age with geriatric assessment domains in older adults with cancer.
Z6QQIWFY,69KLSK53,DOI,True,10.1200/op.22.00173,35984998,PMC9835996,2022,JCO oncology practice,NIA,NCI,VERIFIED,VERIFIED,bd0ce6fbb17f29e11b2e51a4f0f6d2dd,bd0ce6fbb17f29e11b2e51a4f0f6d2dd,Communication About Fall Risk in Community Oncology Practice: The Role of Geriatric Assessment.
IG5YG7VB,FGGJHPQ8,DOI,False,10.1200/jco.22.00738,36356279,PMC9901996,2023,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,NIA,NCI,VERIFIED,VERIFIED,678739229c4e60a1c457e5909cbe3290,a7d38b13613417bb55464b36b9010775,Effects of a Geriatric Assessment Intervention on Patient-Reported Symptomatic Toxicity in Older Adults With Advanced Cancer.
2EAWBLSK,Y65DB7TT,DOI,True,10.6004/jnccn.2023.7002,37015338,PMC10477933,2023,Journal of the National Comprehensive Cancer Network : JNCCN,NIA,NCI,VERIFIED,VERIFIED,1b3dc6ba530c7364ae4095697bb019c7,1b3dc6ba530c7364ae4095697bb019c7,Primary Palliative Care Improves Uptake of Advance Care Planning Among Patients With Advanced Cancers.
TSYDUWJK,NFIAY6NV,DOI,False,10.1002/cncr.33857,34374430,PMC9152733,2021,Cancer,NIA,NCI,VERIFIED,VERIFIED,fb12f3e4679e1cc2b6507af1afb87547,f6b1096333732fb44830b7d00e5d001c,Effects by educational attainment of a mammography screening patient decision aid for women aged 75 years and older.
7FSI3RN9,E5W8I8AR,DOI,False,10.1093/heapol/czad076,37602984,PMC11020211,2023,Health policy and planning,NIA,NHLBI,VERIFIED,VERIFIED,34080c1cc00ea584a0f205537efac43b,161ab3fbe9086513f8b125de52e37749,Can a private sector engagement intervention that prioritizes pro-poor strategies improve healthcare access and quality? A randomized field experiment in Kenya.
9RLPXJX2,MCKQDWYQ,DOI,False,10.1188/20.onf.228-240,32078609,,2020,Oncology nursing forum,NIA,NCI,VERIFIED,VERIFIED,e5c0c88e2799008a7cd03830a5210032,e69c5bbbca8f46c9091fd9bb46f00342,Racial Differences in Pain Management for Patients Receiving Hospice Care.
7AKBUICC,GJGVIKMM,DOI,False,10.1037/hea0000853,32833475,PMC7449512,2020,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",NIA,NHLBI,VERIFIED,VERIFIED,3585d0841ffbe9ba67811ccb2ff9a2a0,e32a1c69d95e3ef7c02ca685bcc3a6ab,Intervening on fear after acute cardiac events: Rationale and design of the INFORM randomized clinical trial.
Q9B3JIJ2,ZC3442HS,DOI,True,10.1007/s10461-020-03117-4,33385279,PMC8084919,2021,AIDS and behavior,NIAID; NIMH,NHLBI,VERIFIED,VERIFIED,f19cc31b7ec8f4fdc6651ad056430557,f19cc31b7ec8f4fdc6651ad056430557,"TransPrEP: Results from the Pilot Study of a Social Network-Based Intervention to Support PrEP Adherence Among Transgender Women in Lima, Peru."
5WZNN3F5,32LERLVS,DOI,True,10.1186/s12913-019-4519-x,31521157,PMC6744633,2019,BMC health services research,NIAID; NICHD,NCI,VERIFIED,VERIFIED,a1c5b5e264e006d5bcd4b5f9d8d28e84,a1c5b5e264e006d5bcd4b5f9d8d28e84,"Performance of family planning clinics in conducting recommended HIV counseling and testing in Mombasa County, Kenya: a cross-sectional study."
E2RXAAPX,CVNVFN8Y,DOI,True,10.1097/qad.0000000000003099,34628439,PMC8702477,2022,"AIDS (London, England)",NIAID; NICHD,NCI,VERIFIED,VERIFIED,86850c2094709fd45addfa72501931ea,86850c2094709fd45addfa72501931ea,Results of a cluster randomized trial testing the systems analysis and improvement approach to increase HIV testing in family planning clinics.
MVQ6WUBN,7EFQI5V4,DOI,True,10.1186/s43058-022-00342-x,36076250,PMC9458310,2022,Implementation science communications,NIAID; NICHD,NCI,VERIFIED,VERIFIED,f6df3101b44ef527f39b554039ad4f1c,f6df3101b44ef527f39b554039ad4f1c,Qualitative evaluation of the Systems Analysis and Improvement Approach as a strategy to increase HIV testing in family planning clinics using the  Consolidated Framework for Implementation Research and the Implementation  Outcomes Framework.
XCEW696W,TGIBPA3M,DOI,False,10.1080/10618600.2019.1710156,33041613,PMC7540735,2020,"Journal of computational and graphical statistics : a joint publication of American Statistical Association, Institute of Mathematical Statistics, Interface  Foundation of North America",NIAID; NIEHS,NCI,VERIFIED,VERIFIED,0d37b0333d8f11f35b2b06bc7d473426,8a296c6ad3386bca59a9052554dfb1fe,A stochastic second-order generalized estimating equations approach for estimating association parameters.
GI25UXDR,IXGWRWKV,DOI,True,10.1186/s13012-022-01242-3,36195890,PMC9530422,2022,Implementation science : IS,NIAID; NICHD,NCI,VERIFIED,VERIFIED,958e15bc65f6cbe51a4d06772f8c39ea,958e15bc65f6cbe51a4d06772f8c39ea,"Assessing the sustainability of the Systems Analysis and Improvement Approach to increase HIV testing in family planning clinics in Mombasa, Kenya: results of a  cluster randomized trial."
EHWZJTW2,KSSYVX7X,DOI,False,10.1002/jia2.26195,38054535,PMC10698808,2023,Journal of the International AIDS Society,NIAID; NIMH,NHLBI,VERIFIED,VERIFIED,a0637232de103f8380b8e0034eb94e57,aca5783dcdb08806c7892ad110973d6d,A community-based dynamic choice model for HIV prevention improves PrEP and PEP coverage in rural Uganda and Kenya: a cluster randomized trial.
7I5NGZXB,26LDPI8G,DOI,True,10.1186/s13012-023-01322-y,38012647,PMC10680234,2023,Implementation science : IS,NIAID; NICHD,NCI,VERIFIED,VERIFIED,0f41a3c5480b9d5811a4ed36871e6c7f,0f41a3c5480b9d5811a4ed36871e6c7f,"Results of a cluster randomized trial testing the Systems Analysis and Improvement Approach to increase cervical cancer screening in family planning  clinics in Mombasa County, Kenya."
IW36FQM9,GK558E5R,DOI,True,10.1371/journal.pntd.0012157,38739632,PMC11115220,2024,PLoS neglected tropical diseases,NIAID; NIDDK; NIGMS,NHLBI,VERIFIED,VERIFIED,6751e45520014c7e56b163774da57480,6751e45520014c7e56b163774da57480,Influence of hydrometeorological risk factors on child diarrhea and enteropathogens in rural Bangladesh.
FP3HZHGS,TZF282NC,DOI,False,10.1370/afm.2179,29531100,PMC5847347,2018,Annals of family medicine,NIAID,NHLBI,VERIFIED,VERIFIED,306581bbe277dcd1e38f1d4930bbc8a6,d4c8b7f613cc0c408cfbae3387abf685,Use of Asthma APGAR Tools in Primary Care Practices: A Cluster-Randomized Controlled Trial.
LTKIP9MK,CWWSSM8V,DOI,False,10.1016/j.jacc.2019.08.003,31487546,PMC6788970,2019,Journal of the American College of Cardiology,NIAID,NHLBI,VERIFIED,VERIFIED,0ab3e62047eb7b107ab7a236e7eb6e40,1d05dfdbcfb436618f6743b41977d32a,Community Health Workers Improve Linkage to Hypertension Care in Western Kenya.
WWX4J35N,25SMNHQG,DOI,True,10.1186/s12889-024-17651-6,38229024,PMC10792864,2024,BMC public health,NIAID,NCI,VERIFIED,VERIFIED,7eb28473085a294d84ae7c7e5dd5ec82,7eb28473085a294d84ae7c7e5dd5ec82,Self-reported cardiovascular disease risk factor screening among people living with HIV vs. members of the general population in Botswana: a community-based  study.
BNN69THV,DCYTWR4N,DOI,True,10.1007/s11606-020-06096-3,32875505,PMC7652959,2020,Journal of general internal medicine,NIAID,NHLBI,VERIFIED,VERIFIED,120195d09f33cc153f8a45035a897b19,120195d09f33cc153f8a45035a897b19,Impact of Clinical Decision Support on Antibiotic Prescribing for Acute Respiratory Infections: a Cluster Randomized Implementation Trial.
N96FALII,IR9N2LY8,DOI,True,10.1038/s41467-024-47896-z,38670986,PMC11053067,2024,Nature communications,NIAID,NCI,VERIFIED,VERIFIED,a5646498431e78a423d983226fc92ded,a5646498431e78a423d983226fc92ded,"A cluster-randomized trial of water, sanitation, handwashing and nutritional interventions on stress and epigenetic programming."
NAA22RTH,WUNIU4CC,DOI,False,10.1093/cid/ciac920,36458857,PMC10319771,2023,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,NIAID,NHLBI,VERIFIED,VERIFIED,38f41d07d531f3eb72b4165ce0ae6f80,d1ce8dea412642f227b0a4d130cfd02a,Household- Versus Incentive-Based Contact Investigation for Tuberculosis in Rural South Africa: A Cluster-Randomized Trial.
3C5XA7IA,4QHFZPVG,DOI,True,10.1186/s13012-020-0973-4,32143657,PMC7059349,2020,Implementation science : IS,NIAID,NHLBI,VERIFIED,VERIFIED,e685d43d321560dfc19c53e1879475e8,e685d43d321560dfc19c53e1879475e8,Systems analysis and improvement approach to optimize the hypertension diagnosis and care cascade for PLHIV individuals (SAIA-HTN): a hybrid type III cluster  randomized trial.
X83J4YUG,9SZ8F7SB,DOI,False,10.1093/cid/ciab601,34212181,PMC8946721,2022,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,NIAID,NHLBI,VERIFIED,VERIFIED,52814deb8c0ce4538f642d4b7ec757b4,82db5d92070e01540fb75321cde8900d,Conditional Cash Transfers to Incentivize Tuberculosis Screening: Description of a Novel Strategy for Contact Investigation in Rural South Africa.
3ZC4NVNY,ZDP4YJ9U,DOI,True,10.1038/s41467-024-45624-1,38378704,PMC10879131,2024,Nature communications,NIAID,NHLBI,VERIFIED,VERIFIED,0cacdf1ad943c9de05e220a68d3b4c6b,0cacdf1ad943c9de05e220a68d3b4c6b,WASH interventions and child diarrhea at the interface of climate and socioeconomic position in Bangladesh.
ZIKITPY8,7KTF6M73,DOI,False,10.1016/j.ahj.2020.08.009,32827458,PMC7437489,2020,American heart journal,NIAMS; NIGMS,NHLBI,VERIFIED,VERIFIED,9dbed7cf8073e4931eac47b9d35898b5,a1920d2aeb6323a04c1cb83aa53a59bc,Implementation of Multifaceted Patient-Centered Treatment Strategies for Intensive Blood Pressure Control (IMPACTS): Rationale and design of a  cluster-randomized trial.
RXFQY4XC,DPPC94XT,DOI,True,10.1016/j.cct.2021.106526,34371162,PMC8453124,2021,Contemporary clinical trials,NIBIB,NCI,VERIFIED,VERIFIED,110b21529098d7aebfd329d84be0d766,110b21529098d7aebfd329d84be0d766,"Testing the effectiveness of community-engaged citizen science to promote physical activity, foster healthier neighborhood environments, and advance health  equity in vulnerable communities: The Steps for Change randomized controlled  trial design and methods."
VYU7HU26,LSLZLVAS,DOI,True,10.1016/j.envint.2019.105150,31518936,PMC6868532,2019,Environment international,NICHD; NIEHS,NHLBI,VERIFIED,VERIFIED,15c689a74728071beafc577ad76b37ac,15c689a74728071beafc577ad76b37ac,Examining the relationship between household air pollution and infant microbial nasal carriage in a Ghanaian cohort.
UJ9UUMG8,4B9BMDV7,DOI,False,10.1001/jamanetworkopen.2020.15633,32865576,PMC7489868,2020,JAMA network open,NICHD; NIDDK; NIMH,NHLBI,VERIFIED,VERIFIED,fd8ee96223503e5b4437414601195813,2605253ef6a361ec8e6bcf6ca5f6b29f,Effectiveness of a Digital Cognitive Behavior Therapy-Guided Self-Help Intervention for Eating Disorders in College Women: A Cluster Randomized Clinical  Trial.
YZ2ZXEQJ,74ARW7SL,DOI,True,10.1186/s13063-018-3075-8,30558653,PMC6296093,2018,Trials,NICHD; NINR,NHLBI,VERIFIED,VERIFIED,485512cb176fd0ec5b6de9ae924b06e9,485512cb176fd0ec5b6de9ae924b06e9,Methods in the design and implementation of the Randomized Evaluation of Sedation Titration for Respiratory Failure (RESTORE) clinical trial.
4RZVCI4Z,54ZXRGZ7,DOI,True,10.5334/egems.284,30972358,PMC6450247,2019,"EGEMS (Washington, DC)",NICHD; NIDA; NIDDK; NIMH,NCI,VERIFIED,VERIFIED,b5bd09d98e692c3b9b2ec2f0ccfe7f84,b5bd09d98e692c3b9b2ec2f0ccfe7f84,Priorities Wizard: Multisite Web-Based Primary Care Clinical Decision Support Improved Chronic Care Outcomes with High Use Rates and High Clinician  Satisfaction Rates.
2YQ564QT,DGEX5HE7,DOI,False,10.1001/jamanetworkopen.2022.36370,36227597,PMC9561946,2022,JAMA network open,NICHD,NCI,VERIFIED,VERIFIED,cbe86739414e0389fc7692367c018c49,fe8b64be9f6827e544ea90d88bcc93ce,Impact of Vaping Prevention Advertisements on US Adolescents: A Randomized Clinical Trial.
XATUXZC5,ZBPWT8RC,DOI,False,10.1097/pcc.0000000000003073,36053072,PMC9624237,2022,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care  Societies,NICHD,NHLBI,VERIFIED,VERIFIED,9e854e26d9026131c8ec431c3d6b61e4,fc2ebe47561bc4b5e24369d86050667a,The Temporal Association of the COVID-19 Pandemic and Pediatric Cardiopulmonary Resuscitation Quality and Outcomes.
X7J9NG8M,WJWMFQRJ,DOI,True,10.1093/tbm/iby026,30016518,PMC6457086,2018,Translational behavioral medicine,NICHD,NHLBI,VERIFIED,VERIFIED,5e454440b3487881c6f4a0be5a5b077a,5e454440b3487881c6f4a0be5a5b077a,Networks for prevention in 19 communities at the start of a large-scale community-based obesity prevention initiative.
CAYHBC44,YNAD85P3,DOI,True,10.1186/s13063-019-3284-9,30922358,PMC6438016,2019,Trials,NICHD,NHLBI,VERIFIED,VERIFIED,1747e0594ea8c5148613dfcb12a6aeb0,1747e0594ea8c5148613dfcb12a6aeb0,Use of a Geographic Information System to create treatment groups for group-randomized community trials: The Minnesota Heart Health Program.
BVLEIZ2H,URUAWZAY,DOI,False,10.1097/pcc.0000000000003368,37678381,PMC10843749,2024,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care  Societies,NICHD,NHLBI,VERIFIED,VERIFIED,dbfbdb7170e95ea880cb7dba7ee2ca2b,5490e7732d84d75fe5f2dcdd8a7ec70f,Survival With Favorable Neurologic Outcome and Quality of Cardiopulmonary Resuscitation Following In-Hospital Cardiac Arrest in Children With Cardiac  Disease Compared With Noncardiac Disease.
QXN2CHIB,E8BGTQDI,DOI,True,10.1016/j.cct.2018.07.004,30017814,PMC6914341,2018,Contemporary clinical trials,NICHD,NHLBI,VERIFIED,VERIFIED,60987f0280a7b847c04f75975756d674,60987f0280a7b847c04f75975756d674,"Design and rationale of the ""Sedation strategy and cognitive outcome after critical illness in early childhood"" study."
SSNM9DRD,ZVIZFQCJ,DOI,False,10.1016/j.resuscitation.2023.109939,37625580,PMC10528057,2023,Resuscitation,NICHD,NHLBI,VERIFIED,VERIFIED,4fdb3797c04bfaab9cc64a3157cc8bdd,13ccabcc9f9738596b63619d2e2df313,Association of CPR simulation program characteristics with simulated and actual performance during paediatric in-hospital cardiac arrest.
I9DQXR3E,5KIH2CZ8,DOI,True,10.1186/s43058-020-00009-5,32391524,PMC7207049,2020,Implementation science communications,NIDA; NIMH,NCI,VERIFIED,VERIFIED,48a862aa92abc04f489aab6a9e2a3f2b,48a862aa92abc04f489aab6a9e2a3f2b,Improving the implementation and sustainment of evidence-based practices in community mental health organizations: a study protocol for a matched-pair  cluster randomized pilot study of the Collaborative Organizational Approach to  Selecting and Tailoring Implementation Strategies (COAST-IS).
Y4PS4QIT,PWWEDNNK,DOI,True,10.1016/j.addbeh.2020.106735,33248743,PMC7785675,2021,Addictive behaviors,NIDA,NCI,VERIFIED,VERIFIED,0ff51b87a93631b1cf89c433612e65c1,0ff51b87a93631b1cf89c433612e65c1,"Assessing barriers to providing tobacco use disorder treatment in community mental health settings with a revised version of the Smoking Knowledge,  Attitudes, and Practices (S-KAP) instrument."
FCNX4CVT,IWSKLNSK,DOI,False,10.1016/j.drugalcdep.2023.109873,37084508,PMC10198962,2023,Drug and alcohol dependence,NIDA,NCI,VERIFIED,VERIFIED,e30036f6104386c50f132198b93047fa,eb3edf5c29d342532804417e3eea0378,A randomized clinical trial testing two implementation strategies to promote the treatment of tobacco dependence in community mental healthcare.
QWHPR7PA,2LUUC2WH,DOI,True,10.1016/j.addbeh.2017.10.023,29128712,PMC5801765,2018,Addictive behaviors,NIDA,NCI,VERIFIED,VERIFIED,44503dc0a3895a56aecda554c0ef3c1c,44503dc0a3895a56aecda554c0ef3c1c,The impact of a brief cessation induction intervention for waterpipe tobacco smoking: A pilot randomized clinical trial.
J6N8MZHS,F4KF42R4,DOI,False,10.1200/jco.23.00355,37467454,PMC10552951,2023,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,NIDA,NCI,VERIFIED,VERIFIED,82ae4a87c40fbd10fec26362cfd396be,5f00848bdc4be6c72313ca9c5e0e64c2,Cluster Randomized Pragmatic Clinical Trial Testing Behavioral Economic Implementation Strategies to Improve Tobacco Treatment for Patients With Cancer  Who Smoke.
S7RT34HI,WKMKUPTU,DOI,True,10.1093/ntr/nty239,30388273,PMC6468132,2019,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,NIDA,NCI,VERIFIED,VERIFIED,b4b76c95c0f0e500934bfb4fdba32d10,b4b76c95c0f0e500934bfb4fdba32d10,A Cluster-Randomized Clinical Trial Testing the Effectiveness of the Addressing Tobacco Through Organizational Change Model for Improving the Treatment of  Tobacco Use in Community Mental Health Care: Preliminary Study Feasibility and  Baseline Findings.
DAWAUG53,WTLH8PPX,DOI,True,10.1016/j.addbeh.2020.106726,33278717,PMC7785638,2021,Addictive behaviors,NIDA,NCI,VERIFIED,VERIFIED,518e23dcdb5a9a4cbdb2a7d85626503b,518e23dcdb5a9a4cbdb2a7d85626503b,Implementation of a cluster randomized controlled trial: Identifying student peer leaders to lead E-cigarette interventions.
