paper_id,paper_id_note,source_institute,source_file,source_row,citation_raw,cite_key,matched_by,match_score,labeled,excluded,exclusion_reason,exclusion_reason_raw,power_correct,power_correct_raw,data_correct,data_correct_raw,review_category,review_category_raw,n_trt,n_levels,comment_levels,n_outer,n_2nd,n_3rd,n_4th,unit_rand,ind_samp_unit,restricted_rand_raw,icc,n_long,stepped_wedge_raw,data_done,data_should,data_comment,power_done,power_should,restricted_rand,stepped_wedge,source_note,source_doi,source_pmid,reason_source
99MJ924A,,NCI,GroundTruthDataNCI01.xlsx,132,"132. (Malhotra et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAZLFUJE,,NCI,GroundTruthDataNCI01.xlsx,133,"133. (Martínez et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
C9P63S2B,,NCI,GroundTruthDataNCI01.xlsx,134,"134. (McGuier et al., 2023)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
X9X3VGJK,,NCI,GroundTruthDataNCI01.xlsx,135,"135. (Meenan et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU8TVFGH,,NCI,GroundTruthDataNCI01.xlsx,136,"136. (Michaud et al., 2022)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ47R7MS,,NCI,GroundTruthDataNCI01.xlsx,137,"137. (Mitchell et al., 2023)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7FNGV5H,,NCI,GroundTruthDataNCI01.xlsx,138,"138. (Mohile et al., 2020)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
25SMNHQG,,NCI,GroundTruthDataNCI01.xlsx,139,"139. (Molefe-Baikai et al., 2024)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HG9V6HL,,NCI,GroundTruthDataNCI01.xlsx,140,"140. (Molina et al., 2021)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNWR884A,,NCI,GroundTruthDataNCI01.xlsx,141,"141. (Moreland-Russell et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
LWBKGLCW,,NCI,GroundTruthDataNCI01.xlsx,142,"142. (Moreno et al., 2023)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XSWEUIXG,,NCI,GroundTruthDataNCI01.xlsx,143,"143. (Nabi-Burza et al., 2021)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHD4F63,,NCI,GroundTruthDataNCI01.xlsx,144,"144. (Naughton et al., 2021)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93TLFX62,,NCI,GroundTruthDataNCI01.xlsx,145,"145. (Nguyen et al., 2020)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGEX5HE7,,NCI,GroundTruthDataNCI01.xlsx,146,"146. (Noar et al., 2022)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUANA8ET,,NCI,GroundTruthDataNCI01.xlsx,147,"147. (O’Connor et al., 2020)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I4N8RJX7,,NCI,GroundTruthDataNCI01.xlsx,148,"148. (Ockene et al., 2018)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
HLQA5RI6,,NCI,GroundTruthDataNCI01.xlsx,149,"149. (Ockene et al., 2021)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYJKEDQI,,NCI,GroundTruthDataNCI01.xlsx,150,"150. (Odes et al., 2022)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
3YMCRN5A,,NCI,GroundTruthDataNCI01.xlsx,151,"151. (Oketch et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQC5A963,,NCI,GroundTruthDataNCI01.xlsx,152,"152. (Olakunde et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
KI6F3YXL,,NCI,GroundTruthDataNCI01.xlsx,153,"153. (Oliver et al., 2024)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPP52WKG,,NCI,GroundTruthDataNCI01.xlsx,154,"154. (Olwanda et al., 2018)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCXQJYSP,,NCI,GroundTruthDataNCI01.xlsx,155,"155. (Pacyna et al., 2023)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAABE7JM,,NCI,GroundTruthDataNCI01.xlsx,156,"156. (Pacyna et al., 2018)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
DM2HM3XH,,NCI,GroundTruthDataNCI01.xlsx,157,"157. (Palmer et al., 2022)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3I2K6X84,,NCI,GroundTruthDataNCI01.xlsx,158,"158. (Paolino et al., 2023)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ2GF4QD,,NCI,GroundTruthDataNCI01.xlsx,159,"159. (Parker et al., 2018)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
LPIT2KM5,,NCI,GroundTruthDataNCI01.xlsx,160,"160. (Parker et al., 2020)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQVRGUP7,,NCI,GroundTruthDataNCI01.xlsx,161,"161. (Partridge et al., 2019)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
DEKG3YAI,,NCI,GroundTruthDataNCI01.xlsx,162,"162. (Paskett et al., 2018)",,author_year,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URKTMCIE,,NCI,GroundTruthDataNCI01.xlsx,163,"163. (Paskett et al., 2023)",,author_year,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJE2PNQA,,NCI,GroundTruthDataNCI01.xlsx,164,"164. (Paskett et al., 2021)",,author_year,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9THPD86J,,NCI,GroundTruthDataNCI01.xlsx,165,"165. (Patten et al., 2019)",,author_year,100,1,0,,,no,NO,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
NQZZPYI4,,NCI,GroundTruthDataNCI01.xlsx,166,"166. (Patten, Lando, Desnoyers, Klejka, et al., 2020)",,author_position,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z236TJTT,,NCI,GroundTruthDataNCI01.xlsx,167,"167. (Patten, Lando, Desnoyers, Bock, et al., 2020)",,author_position,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCI,GroundTruthDataNCI01.xlsx,168,"168. (Patterson et al., 2022a)",,,,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCI,GroundTruthDataNCI01.xlsx,169,"169. (Patterson et al., 2022b)",,,,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6DQCI97,,NCI,GroundTruthDataNCI01.xlsx,170,"170. (Pereira et al., 2020)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
CN8B23MZ,,NCI,GroundTruthDataNCI01.xlsx,171,"171. (Perez et al., 2024)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5KIH2CZ8,,NCI,GroundTruthDataNCI01.xlsx,172,"172. (Powell et al., 2020)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
I6GH9T7T,,NCI,GroundTruthDataNCI01.xlsx,173,"173. (Presley et al., 2022)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVSXRYPK,,NCI,GroundTruthDataNCI01.xlsx,174,"174. (Ramsdale et al., 2018)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S7VJ7LXE,,NCI,GroundTruthDataNCI01.xlsx,175,"175. (Ramsdale et al., 2024)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWZDZGKD,,NCI,GroundTruthDataNCI01.xlsx,176,"176. (Ramsey et al., 2022)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
KMRQTRP3,,NCI,GroundTruthDataNCI01.xlsx,177,"177. (Rand et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
JM9T8XDZ,,NCI,GroundTruthDataNCI01.xlsx,178,"178. (Reblin et al., 2021)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GISQ3U2U,,NCI,GroundTruthDataNCI01.xlsx,179,"179. (Risica et al., 2018)",,author_year,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5J6YZK2,,NCI,GroundTruthDataNCI01.xlsx,180,"180. (Rodriguez Espinosa et al., 2023)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKEF67C5,,NCI,GroundTruthDataNCI01.xlsx,181,"181. (Saini et al., 2023)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
9U8SD7BK,,NCI,GroundTruthDataNCI01.xlsx,182,"182. (Salloum et al., 2023)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
8NX9CDB5,,NCI,GroundTruthDataNCI01.xlsx,183,"183. (Salz et al., 2021)",,author_year,100,1,0,,,no,NO,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
ILWWS7LD,,NCI,GroundTruthDataNCI01.xlsx,184,"184. (Sarfan et al., 2024)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
ASUUZY3Z,,NCI,GroundTruthDataNCI01.xlsx,185,"185. (Scarinci et al., 2020)",,author_year,100,1,0,,,yes,YES,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
HPIL7WVW,,NCI,GroundTruthDataNCI01.xlsx,186,"186. (Schenker et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
HJICVPT7,,NCI,GroundTruthDataNCI01.xlsx,187,"187. (Schink et al., 2020)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWSKLNSK,,NCI,GroundTruthDataNCI01.xlsx,188,"188. (Schnoll et al., 2023)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
EEIQW8EX,,NCI,GroundTruthDataNCI01.xlsx,189,"189. (Schonberg et al., 2020)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
PWPJMUUS,,NCI,GroundTruthDataNCI01.xlsx,190,"190. (Seguin-Fowler et al., 2023)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWDH6W8E,,NCI,GroundTruthDataNCI01.xlsx,191,"191. (Seguin-Fowler et al., 2022)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
62TBCTHX,,NCI,GroundTruthDataNCI01.xlsx,192,"192. (Semere et al., 2023)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4WN7HVX,,NCI,GroundTruthDataNCI01.xlsx,193,"193. (Semere et al., 2021)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8DWVW84,,NCI,GroundTruthDataNCI01.xlsx,194,"194. (D. R. Shelley et al., 2018)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZETJJPRR,,NCI,GroundTruthDataNCI01.xlsx,195,"195. (D. Shelley et al., 2022)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
M7JCMFJ7,,NCI,GroundTruthDataNCI01.xlsx,196,"196. (Shu et al., 2020)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWWEDNNK,,NCI,GroundTruthDataNCI01.xlsx,197,"197. (Siegel et al., 2021)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVU6KJ3,,NCI,GroundTruthDataNCI01.xlsx,198,"198. (Sigler et al., 2022)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46MFLID4,,NCI,GroundTruthDataNCI01.xlsx,199,"199. (Singhal et al., 2024)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4RJRGIRQ,,NCI,GroundTruthDataNCI01.xlsx,200,"200. (Smalls et al., 2018)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92KWK4B,,NCI,GroundTruthDataNCI01.xlsx,201,"201. (Smith et al., 2023)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9DKJKFAS,,NCI,GroundTruthDataNCI01.xlsx,202,"202. (Snavely et al., 2023)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
J4BU3EEE,,NCI,GroundTruthDataNCI01.xlsx,203,"203. (Soto et al., 2018)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54ZXRGZ7,,NCI,GroundTruthDataNCI01.xlsx,204,"204. (Sperl-Hillen et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUEMQRU4,,NCI,GroundTruthDataNCI01.xlsx,205,"205. (Stern et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
2NRLZW3M,,NCI,GroundTruthDataNCI01.xlsx,206,"206. (Sutfin et al., 2023)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
9JP85XCL,,NCI,GroundTruthDataNCI01.xlsx,207,"207. (Sutfin et al., 2024)",,author_year,100,1,1,duplicate_group_random_drop,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZJBF75Y,,NCI,GroundTruthDataNCI01.xlsx,208,"208. (Swindle et al., 2022)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9LTSBSEE,,NCI,GroundTruthDataNCI01.xlsx,209,"209. (Szilagyi et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
PDP273K4,,NCI,GroundTruthDataNCI01.xlsx,210,"210. (Takvorian et al., 2021)",,author_year,100,1,0,,,no,NO,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
WY9D5UIK,,NCI,GroundTruthDataNCI01.xlsx,211,"211. (Thankappan et al., 2020)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
677HVIFJ,,NCI,GroundTruthDataNCI01.xlsx,212,"212. (Tilburt et al., 2022)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
C69UAKKB,,NCI,GroundTruthDataNCI01.xlsx,213,"213. (Tilley et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
CKCARQYN,,NCI,GroundTruthDataNCI01.xlsx,214,"214. (Tokita et al., 2025)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W75ICDYI,,NCI,GroundTruthDataNCI01.xlsx,215,"215. (Trevino et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKY8XW5M,,NCI,GroundTruthDataNCI01.xlsx,216,"216. (Tsao-Wu et al., 2023)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRK7DQLC,,NCI,GroundTruthDataNCI01.xlsx,217,"217. (Tsoh et al., 2018)",,author_year,100,1,1,baseline_only,baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IB825UX2,,NCI,GroundTruthDataNCI01.xlsx,218,"218. (D. J. Vidrine et al., 2021)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2RDD8DGI,,NCI,GroundTruthDataNCI01.xlsx,219,"219. (D. J. Vidrine et al., 2019)",,author_year,100,1,0,,,yes,YES,yes,YES,A,A,,,,,,,,,,,,,,,,,,,,,,,,
KJSH6EBW,,NCI,GroundTruthDataNCI01.xlsx,220,"220. (J. I. Vidrine et al., 2022)",,author_year,100,1,1,not_group_randomized,not group randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMD8N46A,,NCI,GroundTruthDataNCI01.xlsx,221,"221. (Vitale et al., 2018)",,author_year,100,1,0,,,no,NO,no,NO,D,D,,,,,,,,,,,,,,,,,,,,,,,,
EBWFU9KS,,NCI,GroundTruthDataNCI01.xlsx,222,"222. (Walsh et al., 2024)",,author_year,100,1,0,,,yes,YES,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
JW9782P3,,NCI,GroundTruthDataNCI01.xlsx,223,"223. (Washington et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKND5GCR,,NCI,GroundTruthDataNCI01.xlsx,224,"224. (Watabayashi et al., 2022)",,author_year,100,1,1,implementation_study,implementation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36I94AIH,,NCI,GroundTruthDataNCI01.xlsx,225,"225. (Wu et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
R7T6WKEW,,NCI,GroundTruthDataNCI01.xlsx,226,"226. (Yilmaz et al., 2022)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
BR4Y6FSS,,NCI,GroundTruthDataNCI01.xlsx,227,"227. (Yunusa et al., 2024)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
H2GLBZE4,,NCI,GroundTruthDataNCI01.xlsx,228,"228. (Zabor et al., 2020)",,author_year,100,1,1,methods_paper,methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7MXH2IXG,,NCI,GroundTruthDataNCI01.xlsx,229,"229. (Zhang et al., 2022)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCY67FZ9,,NCI,GroundTruthDataNCI01.xlsx,230,"230. (Zlatar et al., 2019)",,author_year,100,1,1,secondary_analysis,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMV6NC2L,,NCI,GroundTruthDataNCI01.xlsx,231,"231. (Zubkoff et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,C,C,,,,,,,,,,,,,,,,,,,,,,,,
X2MP4F7R,,NCI,GroundTruthDataNCI01.xlsx,232,"232. (Zullig et al., 2021)",,author_year,100,1,0,,,no,NO,no,NO,B,B,,,,,,,,,,,,,,,,,,,,,,,,
VG2ZZL79,,NHLBI,crt_review_table_112.tex,1,Abdullahi et al.,abdullahiHydroxyureaPrimaryStroke2022,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTLFVN94,,NHLBI,crt_review_table_112.tex,2,Abrahams-Gessel et al.,abrahams-gesselManagingHighCardiovascular2023,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,3,patient within PCC within province,3,6,5000-20000,,PCC,province,stratified,0.08,1,no,GEE with bias correction,Account for restricted rand. and clustering,,Accounted for clustering alone,Account for restricted rand. and clustering,yes,no,,,,
D24FD6G2,,NHLBI,crt_review_table_112.tex,3,Adams et al.,adamsAutomatedSymptomTreatment2019,cite_key_title_tiebreak,100,1,0,,,yes,yes,no,no,,,2,2,patient within physician,1834,1270,,,physician,physician,none,missing,2,no,bias corrected GEE - no info on clustering or repeated measures,Account for clustering alone,,Accounted for clustering alone,Account for clustering alone,no,no,,,,
4GUDDLNQ,,NHLBI,crt_review_table_112.tex,4,Adams et al.,adamsClusterRandomizedFactorial2025,cite_key_author_year,100,1,0,,,no,no,no,no,,,4,2,student within school,13,50,,,school,school,none,"FV sel: sch 0.108, sch-wave 0.231; FV cons: sch 0.067, sch-wave 0.157",3,no,zero inflated neg beta binom GLM with 3 imputation methods,Account for clustering and longitudinality,,Did not account for clustering,Account for clustering and longitudinality,no,no,,,,
GN4JGZR9,,NHLBI,crt_review_table_112.tex,5,Aifah et al.,aifahIntegrationTaskStrengthening2021,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,2,2,patient within PHC,30,32,,,PHC,PHC,none,0.04,2,no,linear model accounting for clustering,Account for clustering and longitudinality,,Accounted for clustering and longitudinality,Account for clustering and longitudinality,no,no,,,,
J72RMLRJ,,NHLBI,crt_review_table_112.tex,6,Aifah et al.,aifahStudyDesignProtocol2023,cite_key_author_year,100,1,1,duplicate_group_random_drop,"second study by same group, excluded randomly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQF2Y5AM,,NHLBI,crt_review_table_112.tex,7,Altinger et al.,altingerBehaviouralNudgingInterventions2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,4,2,encounter within hospital within time period,8,150,,,hospital,hospital,none,"0.1 within hospital, 0.9 for time",2,no,GEE without bias correction accounting for clustering and time,Account for clustering and longitudinality,didn't account for repeated measures on same patients - assumed exchangeable,Accounted for clustering but not longitudinality,Account for clustering and longitudinality,no,no,,,,
VAKS8AI7,,NHLBI,crt_review_table_112.tex,8,Anderegg et al.,andereggPharmacistInterventionBlood2018,cite_key_author_year,100,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGSIADX6,,NHLBI,crt_review_table_112.tex,9,Ashburner et al.,ashburnerDesignRationalePragmatic2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within clinic,16,16212,,,clinic,clinic,constrained,0.0007,1,no,not bias corrected GEE accounting for clustering,Account for clustering alone,needed bias correction. Big design effect.,Accounted for clustering alone,Account for restricted rand. and clustering,yes,no,,,,
55D8SN85,,NHLBI,crt_review_table_112.tex,10,Barankay et al.,barankayEffectPatientFinancial2020,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGG3KIMT,remapped from TCF92VSK (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,11,Bartels et al.,bartelsScalingBriefAlcohol2024,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,patient within clinic,30,24,,,clinic,clinic,stratified,0.01-0.05,2,no,uncorrected GEE with logit link and binomial error accounting for cluster,"Account for restricted rand., clustering, and longitudinality",need bias correction and account for restricted rand. and longitudinality,Accounted for clustering alone,"Account for restricted rand., clustering, and longitudinality",yes,no,,,,
RJD9XX6D,remapped from 9G7ZMMY3 (NCI/NHLBI duplicate merge),NHLBI,crt_review_table_112.tex,12,Beck et al.,beckMultilevelApproachPromoting2019,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,adult within community,12,48,,,community,community,stratified,0.01-0.03,3,no,permutation cluster-size weighted t-test on within pair difference,"Account for restricted rand., clustering, and longitudinality",Cold fusion,Accounted for clustering and longitudinality but not restricted rand.,"Account for restricted rand., clustering, and longitudinality",yes,no,,,,
8RFFGGMQ,,NHLBI,crt_review_table_112.tex,13,Berkman et al.,berkmanEmployeeCardiometabolicRisk2023,cite_key_author_year,100,1,1,secondary_analysis,secondary analysis,no,no,yes,yes,,,2,2,"May have been 3 levels in IT, agreed to ignore","30 (nursing), 56 (IT)","15 (LTC), 28 (IT)",,,workplace,workplace,constrained,"0.016 (nursing), 0.064 (IT)",2,no,mixed model accounting for cluster and longitudinality,"Account for restricted rand., clustering, and longitudinality",,None/not reported,None of the above,yes,no,EXCLUDED but data preserved,,,
3JVAWNIE,,NHLBI,crt_review_table_112.tex,14,Bernabe-Ortiz et al.,bernabe-ortizEffectSaltSubstitution2020,cite_key_author_year,100,1,0,,,no,no,yes,yes,,,2,3,person within family within village,6,100,~4,,village,village,none,none reported,2,yes,mixed model with GLMM software and identity link,Account for clustering and longitudinality,,None/not reported,Stepped wedge,no,yes,,,,
GJGVIKMM,,NHLBI,crt_review_table_112.tex,15,Birk et al.,birkInterveningFearAcute2020,cite_key_author_year,100,1,1,not_group_randomized,Not a group-randomized trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5W8I8AR,,NHLBI,crt_review_table_112.tex,16,Boone et al.,booneCanPrivateSector2023,cite_key_author_year,100,1,1,secondary_analysis,secondary data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z2W7K5DA,,NHLBI,crt_review_table_112.tex,17,Boxer et al.,boxerRandomizedControlledTrial2022,cite_key_author_year,100,1,0,,,no,no,no,no,,,2,2,Should it be patient within nurse within level?,47,14,,,clinic,clinic,stratified,0.0006,1,no,generalized linear mixed models with logit link,Account for restricted rand. and clustering,,Accounted for clustering but not restricted rand.,Account for restricted rand. and clustering,yes,no,,,,
IPR6QU8P,,NHLBI,crt_review_table_112.tex,18,Bryant-Stephens et al.,bryant-stephensCommunityHealthWorkers2024,cite_key_author_year,100,1,0,,,yes,yes,yes,yes,,,6,,"student within school for school-level intervention, otherwise student without school. Partially clustered design.",36,12,,,school (or person),"school, or kid",none,0.06,4,no,linear mixed model accounting for clustering and longitudinality,Account for clustering and longitudinality,fantastic,Accounted for clustering and longitudinality,Account for clustering and longitudinality,no,no,,,,
