pmid,citation_key,first_author,year,title,journal,volume,issue,pages,doi,exclusion_reason,reason_source,all_authors
41256558,Chapnick2025,"Chapnick, Melissa",2025,Early-life nutrition supplementation and epigenetic age in middle-adulthood among  Guatemalan adults,bioRxiv,,,,10.1101/2025.09.25.678652,Preprints,"Ignore03_NHLBI exclusion document, category headings","Chapnick, Melissa; Yu, Elaine A; Smith, Alicia K; Conneely, Karen N; Ramírez-Zea, Manuel; Qin, Zhaohui; Staimez, Lisa R; Vaccarino, Viola; Stein, Aryeh D"
41041560,Fung2025,"Fung, Constance",2025,Protocol for a multi-site randomized trial testing an integrated behavioral  treatment for improving nocturia and insomnia symptoms in older adults (MINT),Res Sq,,,,10.21203/rs.3.rs-7330051/v1,Preprints,"Ignore03_NHLBI exclusion document, category headings","Fung, Constance; Bolstad, Courtney J; Huang, Alison; Markland, Alayne; Cheng, Jing; Alessi, Cathy; Johnson, Theodore M 2nd; Bliwise, Donald L; Burgio, Kathryn L; Martin, Jennifer L; Schembri, Michael; Der-McLeod, Erin; Sergent, Taressa; Vaughan, Camille"
40630601,Kahan2025,"Kahan, Brennan C",2025,Development of a consensus extension of the estimands framework for cluster  randomised trials (CRT-estimands): results from an international Delphi study,medRxiv,,,,10.1101/2025.07.03.25330799,Preprints,"Ignore03_NHLBI exclusion document, category headings","Kahan, Brennan C; Bahti, Melanie; Bi, Dongquan; Bretz, Frank; Collins, Gary S; Copas, Andrew; Harhay, Michael O; Li, Fan; Auriemma, Catherine L"
30572161,Adams2019,"Adams, Marc A",2019,Design and rationale for evaluating salad bars and students' fruit and vegetable  consumption: A cluster randomized factorial trial with objective assessments,Contemp Clin Trials,77,,37-45,10.1016/j.cct.2018.12.007,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Adams, Marc A; Ohri-Vachaspati, Punam; Richards, Timothy J; Todd, Michael; Bruening, Meg"
31719084,Catley2019,"Catley, Delwyn",2019,Adapting the Diabetes Prevention Program for low and middle-income countries:  protocol for a cluster randomised trial to evaluate 'Lifestyle Africa',BMJ Open,9,11,e031400,10.1136/bmjopen-2019-031400,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Catley, Delwyn; Puoane, Thandi; Tsolekile, Lungiswa; Resnicow, Ken; Fleming, Kandace; Hurley, Emily A; Smyth, Joshua M; Vitolins, Mara Z; Lambert, Estelle V; Levitt, Naomi; Goggin, Kathy"
32526534,Cooper2020,"Cooper, Lisa A",2020,The RICH LIFE Project: A cluster randomized pragmatic trial comparing the  effectiveness of health system only vs. health system Plus a  collaborative/stepped care intervention to reduce hypertension disparities,Am Heart J,226,,94-113,10.1016/j.ahj.2020.05.001,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Cooper, Lisa A; Marsteller, Jill A; Carson, Kathryn A; Dietz, Katherine B; Boonyasai, Romsai T; Alvarez, Carmen; Ibe, Chidinma A; Crews, Deidra C; Yeh, Hsin-Chieh; Miller, Edgar R 3rd; Dennison-Himmelfarb, Cheryl R; Lubomski, Lisa H; Purnell, Tanjala S; Hill-Briggs, Felicia; Wang, Nae-Yuh"
29128650,HenninkKaminski2018,"Hennink-Kaminski, Heidi",2018,"Parent and child care provider partnerships: Protocol for the Healthy Me, Healthy  We (HMHW) cluster randomized control trial",Contemp Clin Trials,64,,49-57,10.1016/j.cct.2017.11.007,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Hennink-Kaminski, Heidi; Vaughn, Amber E; Hales, Derek; Moore, Reneé H; Luecking, Courtney T; Ward, Dianne S"
34534488,Jeemon2021,"Jeemon, Panniyammakal",2021,"Efficacy of a family-based cardiovascular risk reduction intervention in  individuals with a family history of premature coronary heart disease in India  (PROLIFIC): an open-label, single-centre, cluster randomised controlled trial",Lancet Glob Health,9,10,e1442-e1450,10.1016/S2214-109X(21)00319-3,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Jeemon, Panniyammakal; Harikrishnan, Sivadasanpillai; Ganapathi, Sanjay; Sivasankaran, Sivasubramonian; Binukumar, Bhaskarapillai; Padmanabhan, Sandosh; Tandon, Nikhil; Prabhakaran, Dorairaj"
33706002,Pbert2021,"Pbert, Lori",2021,Supporting families of children with overweight and obesity to live healthy  lifestyles: Design and rationale for the Fitline cluster randomized controlled  pediatric practice-based trial,Contemp Clin Trials,104,,106348,10.1016/j.cct.2021.106348,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Pbert, Lori; Trivedi, Michelle; Druker, Susan; Bram, Jennifer; Olendzki, Barbara; Crawford, Sybil; Frisard, Christine; Andersen, Victoria; Waring, Molly E; Clements, Karen; Schneider, Kristin; Geller, Alan C"
32316993,Reza2020,"Reza, Tania F",2020,Study protocol: a cluster randomized trial to evaluate the effectiveness and  implementation of onsite GeneXpert testing at community health centers in Uganda  (XPEL-TB),Implement Sci,15,1,24,10.1186/s13012-020-00988-y,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Reza, Tania F; Nalugwa, Talemwa; Farr, Katherine; Nantale, Mariam; Oyuku, Denis; Nakaweesa, Annet; Musinguzi, Johnson; Vangala, Moksha; Shete, Priya B; Tucker, Austin; Ferguson, Olivia; Fielding, Katherine; Sohn, Hojoon; Dowdy, David; Moore, David A J; Davis, J Lucian; Ackerman, Sara L; Handley, Margaret A; Katamba, Achilles; Cattamanchi, Adithya"
30999881,Risica2019,"Risica, Patricia Markham",2019,"Improving nutrition and physical activity environments of family child care  homes: the rationale, design and study protocol of the 'Healthy Start/Comienzos  Sanos' cluster randomized trial",BMC Public Health,19,1,419,10.1186/s12889-019-6704-6,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Risica, Patricia Markham; Tovar, Alison; Palomo, Vanessa; Dionne, Laura; Mena, Noereem; Magid, Kate; Ward, Diane Stanton; Gans, Kim M"
30244209,Shea2018,"Shea, Judy A",2018,Development of the individualised Comparative Effectiveness of Models Optimizing  Patient Safety and Resident Education (iCOMPARE) trial: a protocol summary of a  national cluster-randomised trial of resident duty hour policies in internal  medicine,BMJ Open,8,9,e021711,10.1136/bmjopen-2018-021711,Protocol paper (with results in search),"Ignore03_NHLBI exclusion document, category headings","Shea, Judy A; Silber, Jeffrey H; Desai, Sanjay V; Dinges, David F; Bellini, Lisa M; Tonascia, James; Sternberg, Alice L; Small, Dylan S; Shade, David M; Katz, Joel Thorp; Basner, Mathias; Chaiyachati, Krisda H; Even-Shoshan, Orit; Bates, David Westfall; Volpp, Kevin G; Asch, David A"
38378704,AnteTestard2024,"Ante-Testard, Pearl Anne",2024,WASH interventions and child diarrhea at the interface of climate and  socioeconomic position in Bangladesh,Nat Commun,15,1,1556,10.1038/s41467-024-45624-1,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Ante-Testard, Pearl Anne; Rerolle, Francois; Nguyen, Anna T; Ashraf, Sania; Parvez, Sarker Masud; Naser, Abu Mohammed; Benmarhnia, Tarik; Rahman, Mahbubur; Luby, Stephen P; Benjamin-Chung, Jade; Arnold, Benjamin F"
33008455,Asante2020,"Asante, Kwaku Poku",2020,Uptake of Task-Strengthening Strategy for Hypertension (TASSH) control within  Community-Based Health Planning Services in Ghana: study protocol for a cluster  randomized controlled trial,Trials,21,1,825,10.1186/s13063-020-04667-7,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Asante, Kwaku Poku; Iwelunmor, Juliet; Apusiga, Kingsley; Gyamfi, Joyce; Nyame, Solomon; Adjei, Kezia Gladys Amaning; Aifah, Angela; Adjei, Kwame; Onakomaiya, Deborah; Chaplin, William F; Ogedegbe, Gbenga; Plange-Rhule, Jacob"
37391738,Atlas2023,"Atlas, Steven J",2023,Screening for undiagnosed atrial fibrillation using a single-lead  electrocardiogram at primary care visits: patient uptake and practitioner  perspectives from the VITAL-AF trial,BMC Prim Care,24,1,135,10.1186/s12875-023-02087-5,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Atlas, Steven J; Ashburner, Jeffrey M; Chang, Yuchiao; Borowsky, Leila H; Ellinor, Patrick T; McManus, David D; Lubitz, Steven A; Singer, Daniel E"
30502778,Augustovski2018,"Augustovski, Federico",2018,Cost-Effectiveness of a Comprehensive Approach for Hypertension Control in  Low-Income Settings in Argentina: Trial-Based Analysis of the Hypertension  Control Program in Argentina,Value Health,21,12,1357-1364,10.1016/j.jval.2018.06.003,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Augustovski, Federico; Chaparro, Martín; Palacios, Alfredo; Shi, Lizheng; Beratarrechea, Andrea; Irazola, Vilma; Rubinstein, Adolfo; Mills, Katherine; He, Jiang; Pichon Riviere, Andrés"
34212181,Baik2022,"Baik, Yeonsoo",2022,Conditional Cash Transfers to Incentivize Tuberculosis Screening: Description of  a Novel Strategy for Contact Investigation in Rural South Africa,Clin Infect Dis,74,6,957-964,10.1093/cid/ciab601,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Baik, Yeonsoo; Hanrahan, Colleen F; Mmolawa, Lesego; Nonyane, Bareng A S; Albaugh, Nicholas W; Lebina, Limakatso; Siwelana, Tsundzukani; Martinson, Neil; Dowdy, David W"
31581416,Barrington2019,"Barrington, Wendy E",2019,"Eating Occasions, Obesity and Related Behaviors in Working Adults: Does it Matter  When You Snack?",Nutrients,11,10,,10.3390/nu11102320,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Barrington, Wendy E; Beresford, Shirley A A"
28987341,Beets2018,"Beets, Michael W",2018,Economic evaluation of a group randomized controlled trial on healthy eating and  physical activity in afterschool programs,Prev Med,106,,60-65,10.1016/j.ypmed.2017.10.003,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Beets, Michael W; Brazendale, Keith; Glenn Weaver, R; Turner-McGrievy, Gabrielle M; Huberty, Jennifer; Moore, Justin B; Mahmud Khan, M; Ward, Dianne S"
38965434,BenjaminChung2024,"Benjamin-Chung, Jade",2024,Extension of efficacy range for targeted malaria-elimination interventions due to  spillover effects,Nat Med,30,10,2813-2820,10.1038/s41591-024-03134-z,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Benjamin-Chung, Jade; Li, Haodong; Nguyen, Anna; Barratt Heitmann, Gabriella; Bennett, Adam; Ntuku, Henry; Prach, Lisa M; Tambo, Munyaradzi; Wu, Lindsey; Drakeley, Chris; Gosling, Roly; Mumbengegwi, Davis; Kleinschmidt, Immo; Smith, Jennifer L; Hubbard, Alan; van der Laan, Mark; Hsiang, Michelle S"
37847273,Blue2023,"Blue, Laura",2023,"Effects of the Million Hearts Model on Myocardial Infarctions, Strokes, and  Medicare Spending: A Randomized Clinical Trial",JAMA,330,15,1437-1447,10.1001/jama.2023.19597,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Blue, Laura; Kranker, Keith; Markovitz, Amanda R; Powell, Rhea E; Williams, Malcolm V; Pu, Jia; Magid, David J; McCall, Nancy; Steiner, Allison; Stewart, Kate A; Rollison, Julia M; Markovich, Patricia; Peterson, G Greg"
31425171,Blyler2019,"Blyler, Ciantel A",2019,Sustainability of blood pressure reduction in black barbershops,Curr Opin Cardiol,34,6,693-699,10.1097/HCO.0000000000000674,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Blyler, Ciantel A; Rader, Florian"
37704387,Boston2023,"Boston, David",2023,Does Clinical Decision Support Increase Appropriate Medication Prescribing for  Cardiovascular Risk Reduction?,J Am Board Fam Med,36,5,777-788,10.3122/jabfm.2022.220391R2,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Boston, David; Larson, Annie E; Sheppler, Christina R; O'Connor, Patrick J; Sperl-Hillen, JoAnn M; Hauschildt, Jennifer; Gold, Rachel"
28299947,Bray2018,"Bray, Jeremy W",2018,"Effects of a Flexibility/Support Intervention on Work Performance: Evidence From  the Work, Family, and Health Network",Am J Health Promot,32,4,963-970,10.1177/0890117117696244,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Bray, Jeremy W; Hinde, Jesse M; Kaiser, David J; Mills, Michael J; Karuntzos, Georgia T; Genadek, Katie R; Kelly, Erin L; Kossek, Ellen E; Hurtado, David A"
31518936,Carrion2019,"Carrión, Daniel",2019,Examining the relationship between household air pollution and infant microbial  nasal carriage in a Ghanaian cohort,Environ Int,133,Pt A,105150,10.1016/j.envint.2019.105150,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Carrión, Daniel; Kaali, Seyram; Kinney, Patrick L; Owusu-Agyei, Seth; Chillrud, Steven; Yawson, Abena K; Quinn, Ashlinn; Wylie, Blair; Ae-Ngibise, Kenneth; Lee, Alison G; Tokarz, Rafal; Iddrisu, Luisa; Jack, Darby W; Asante, Kwaku Poku"
35880872,Cashen2022,"Cashen, Katherine",2022,Sodium Bicarbonate Use During Pediatric Cardiopulmonary Resuscitation: A  Secondary Analysis of the ICU-RESUScitation Project Trial,Pediatr Crit Care Med,23,10,784-792,10.1097/PCC.0000000000003045,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Cashen, Katherine; Reeder, Ron W; Ahmed, Tageldin; Bell, Michael J; Berg, Robert A; Burns, Candice; Carcillo, Joseph A; Carpenter, Todd C; Dean, J Michael; Diddle, J Wesley; Federman, Myke; Fink, Ericka L; Frazier, Aisha H; Friess, Stuart H; Graham, Kathryn; Hall, Mark; Hehir, David A; Horvat, Christopher M; Huard, Leanna L; Maa, Tensing; Manga, Arushi; McQuillen, Patrick S; Morgan, Ryan W; Mourani, Peter M; Nadkarni, Vinay M; Naim, Maryam Y; Notterman, Daniel; Palmer, Chella A; Pollack, Murray M; Schneiter, Carleen; Sharron, Matthew P; Srivastava, Neeraj; Wessel, David; Wolfe, Heather A; Yates, Andrew R; Zuppa, Athena F; Sutton, Robert M; Meert, Kathleen L"
37625580,Cashen2023,"Cashen, Katherine",2023,Association of CPR simulation program characteristics with simulated and actual  performance during paediatric in-hospital cardiac arrest,Resuscitation,191,,109939,10.1016/j.resuscitation.2023.109939,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Cashen, Katherine; Sutton, Robert M; Reeder, Ron W; Ahmed, Tageldin; Bell, Michael J; Berg, Robert A; Bishop, Robert; Bochkoris, Matthew; Burns, Candice; Carcillo, Joseph A; Carpenter, Todd C; Wesley Diddle, J; Federman, Myke; Fink, Ericka L; Franzon, Deborah; Frazier, Aisha H; Friess, Stuart H; Graham, Kathryn; Hall, Mark; Hehir, David A; Horvat, Christopher M; Huard, Leanna L; Maa, Tensing; Manga, Arushi; McQuillen, Patrick S; Morgan, Ryan W; Mourani, Peter M; Nadkarni, Vinay M; Naim, Maryam Y; Notterman, Daniel; Palmer, Chella A; Pollack, Murray M; Sapru, Anil; Schneiter, Carleen; Sharron, Matthew P; Srivastava, Neeraj; Viteri, Shirley; Wolfe, Heather A; Yates, Andrew R; Zuppa, Athena F; Meert, Kathleen L"
30985861,Chaiyachati2019,"Chaiyachati, Krisda H",2019,Assessment of Inpatient Time Allocation Among First-Year Internal Medicine  Residents Using Time-Motion Observations,JAMA Intern Med,179,6,760-767,10.1001/jamainternmed.2019.0095,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Chaiyachati, Krisda H; Shea, Judy A; Asch, David A; Liu, Manqing; Bellini, Lisa M; Dine, C Jessica; Sternberg, Alice L; Gitelman, Yevgeniy; Yeager, Alyssa M; Asch, Jeremy M; Desai, Sanjay V"
39030063,Chay2024,"Chay, Junxing",2024,Cost-effectiveness of group medical visits and microfinance interventions versus  usual care to manage hypertension in Kenya: a secondary modelling analysis of  data from the Bridging Income Generation with Group Integrated Care (BIGPIC)  trial,Lancet Glob Health,12,8,e1331-e1342,10.1016/S2214-109X(24)00188-8,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Chay, Junxing; Su, Rebecca J; Kamano, Jemima H; Andama, Benjamin; Bloomfield, Gerald S; Delong, Allison K; Horowitz, Carol R; Menya, Diana; Mugo, Richard; Orango, Vitalis; Pastakia, Sonak D; Wanyonyi, Cleophas; Vedanthan, Rajesh; Finkelstein, Eric A"
38713063,Cheng2023,"Cheng, Jessica",2023,Effect of an mHealth weight loss intervention on Healthy Eating Index diet  quality: the SMARTER randomised controlled trial,Br J Nutr,130,11,2013-2021,10.1017/S0007114523001137,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Cheng, Jessica; Costacou, Tina; Sereika, Susan M; Conroy, Molly B; Parmanto, Bambang; Rockette-Wagner, Bonny; Kriska, Andrea M; Klem, Mary Lou; Burke, Lora E"
37015338,Cohen2023,"Cohen, Michael G",2023,Primary Palliative Care Improves Uptake of Advance Care Planning Among Patients  With Advanced Cancers,J Natl Compr Canc Netw,21,4,383-390,10.6004/jnccn.2023.7002,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Cohen, Michael G; Althouse, Andrew D; Arnold, Robert M; White, Douglas; Chu, Edward; Rosenzweig, Margaret; Smith, Kenneth J; Schenker, Yael"
38506828,Daouda2024,"Daouda, Misbath",2024,Prenatal Household Air Pollution Exposure and Childhood Blood Pressure in Rural  Ghana,Environ Health Perspect,132,3,37006,10.1289/EHP13225,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Daouda, Misbath; Kaali, Seyram; Spring, Emma; Mujtaba, Mohammed N; Jack, Darby; Dwommoh Prah, Rebecca Kyerewaa; Colicino, Elena; Tawiah, Theresa; Gennings, Chris; Osei, Musah; Janevic, Teresa; Chillrud, Steven N; Agyei, Oscar; Gould, Carlos F; Lee, Alison G; Asante, Kwaku Poku"
35998864,Davis2023,"Davis, Jaimie N",2023,Effects of a School-Based Garden Program on Academic Performance: A Cluster  Randomized Controlled Trial,J Acad Nutr Diet,123,4,637-642,10.1016/j.jand.2022.08.125,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Davis, Jaimie N; Nikah, Katie; Landry, Matthew J; Vandyousefi, Sarvenaz; Ghaddar, Reem; Jeans, Matthew; Cooper, Michele Hockett; Martin, Bonnie; Waugh, Lyndsey; Sharma, Shreela V; van den Berg, Alexandra E"
36626172,Davis2023a,"Davis, Jaimie N",2023,"Effects of a School-Based Nutrition, Gardening, and Cooking Intervention on  Metabolic Parameters in High-risk Youth: A Secondary Analysis of a Cluster  Randomized Clinical Trial",JAMA Netw Open,6,1,e2250375,10.1001/jamanetworkopen.2022.50375,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Davis, Jaimie N; Landry, Matthew J; Vandyousefi, Sarvenaz; Jeans, Matthew R; Hudson, Erin A; Hoelscher, Deanna M; van den Berg, Alexandra E; Pérez, Adriana"
37678381,Federman2024,"Federman, Myke",2024,Survival With Favorable Neurologic Outcome and Quality of Cardiopulmonary  Resuscitation Following In-Hospital Cardiac Arrest in Children With Cardiac  Disease Compared With Noncardiac Disease,Pediatr Crit Care Med,25,1,4-14,10.1097/PCC.0000000000003368,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Federman, Myke; Sutton, Robert M; Reeder, Ron W; Ahmed, Tageldin; Bell, Michael J; Berg, Robert A; Bishop, Robert; Bochkoris, Matthew; Burns, Candice; Carcillo, Joseph A; Carpenter, Todd C; Dean, J Michael; Diddle, J Wesley; Fernandez, Richard; Fink, Ericka L; Franzon, Deborah; Frazier, Aisha H; Friess, Stuart H; Graham, Kathryn; Hall, Mark; Hehir, David A; Horvat, Christopher M; Huard, Leanna L; Kirkpatrick, Theresa; Maa, Tensing; Maitoza, Laura A; Manga, Arushi; McQuillen, Patrick S; Meert, Kathleen L; Morgan, Ryan W; Mourani, Peter M; Nadkarni, Vinay M; Notterman, Daniel; Palmer, Chella A; Pollack, Murray M; Sapru, Anil; Schneiter, Carleen; Sharron, Matthew P; Srivastava, Neeraj; Tilford, Bradley; Viteri, Shirley; Wessel, David; Wolfe, Heather A; Yates, Andrew R; Zuppa, Athena F; Naim, Maryam Y"
34088381,Gelfman2021,"Gelfman, Laura P",2021,Non-Concordance between Patient and Clinician Estimates of Prognosis in Advanced  Heart Failure,J Card Fail,27,6,700-705,10.1016/j.cardfail.2021.03.005,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Gelfman, Laura P; Mather, Harriet; McKendrick, Karen; Wong, Angela Y; Hutchinson, Mathew D; Lampert, Rachel J; Lipman, Hannah I; Matlock, Daniel D; Swetz, Keith M; Pinney, Sean P; Morrison, R Sean; Goldstein, Nathan E"
39575559,Gerstenfeld2024,"Gerstenfeld, Leslie",2024,The impact of a water promotion and access intervention on elementary school  students in the presence of food insecurity,Public Health Nutr,28,1,e2,10.1017/S1368980024002283,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Gerstenfeld, Leslie; Blacker, Lauren; McCulloch, Charles E; Ritchie, Lorrene D; Ordonez, Valeria M; Schmidt, Laura; Patel, Anisha I"
28899842,Goldstein2018,"Goldstein, Nicolas P N",2018,Identifying Which Urban Children With Asthma Benefit Most From Clinician  Prompting: Subgroup Analyses From the Prompting Asthma Intervention in  Rochester-Uniting Parents and Providers (PAIR-UP) Trial,Acad Pediatr,18,3,305-309,10.1016/j.acap.2017.08.015,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Goldstein, Nicolas P N; Frey, Sean M; Fagnano, Maria; Okelo, Sande O; Halterman, Jill S"
36634022,Graham2023,"Graham, Andrea K",2023,Moderators and mediators of a digital cognitive behavior therapy-guided self-help  intervention for eating disorders: Informing future design efforts,J Consult Clin Psychol,91,5,280-284,10.1037/ccp0000786,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Graham, Andrea K; Fitzsimmons-Craft, Ellen E; Sadeh-Sharvit, Shiri; Balantekin, Katherine N; Eichen, Dawn M; Firebaugh, Marie-Laure; Goel, Neha J; Monterubio, Grace E; Karam, Anna M; Flatt, Rachael E; Jo, Booil; Jacobi, Corinna; Wilfley, Denise E; Taylor, C Barr; Trockel, Mickey"
38110183,Haushalter2024,"Haushalter, Keally",2024,An Increase in Food Insecurity Correlated with an Increase in Plasma  Triglycerides among Latinx Children,J Nutr,154,2,565-573,10.1016/j.tjnut.2023.12.024,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Haushalter, Keally; Burgermaster, Marissa; Hudson, Erin; Landry, Matthew J; Sharma, Shreela V; Davis, Jaimie N"
33519155,Ibe2021,"Ibe, Chidinma A",2021,Social Determinants of Health as Potential Influencers of a Collaborative Care  Intervention for Patients with Hypertension,Ethn Dis,31,1,47-56,10.18865/ed.31.1.47,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Ibe, Chidinma A; Alvarez, Carmen; Carson, Kathryn A; Marsteller, Jill A; Crews, Deidra C; Dietz, Katherine B; Greer, Raquel C; Bone, Lee; Cooper, Lisa A"
37116658,Jeans2023,"Jeans, Matthew R",2023,"Effects of a School-Based Gardening, Cooking, and Nutrition Cluster Randomized  Controlled Trial on Unprocessed and Ultra-Processed Food Consumption",J Nutr,153,7,2073-2084,10.1016/j.tjnut.2023.04.013,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Jeans, Matthew R; Landry, Matthew J; Vandyousefi, Sarvenaz; Hudson, Erin A; Burgermaster, Marissa; Bray, Molly S; Chandra, Joya; Davis, Jaimie N"
35618247,Jennerich2022,"Jennerich, Ann L",2022,Heterogeneity of Treatment Effect in a Randomized Trial of a Communication  Intervention,J Pain Symptom Manage,64,3,298-303,10.1016/j.jpainsymman.2022.05.006,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Jennerich, Ann L; Downey, Lois; Engelberg, Ruth A; Curtis, J Randall"
38542716,Jia2024,"Jia, Jenny",2024,Effect of a Multicomponent Food Pantry Intervention in Client Subgroups,Nutrients,16,6,,10.3390/nu16060805,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Jia, Jenny; Gombi-Vaca, Maria F; Bliss Barsness, Christina; Peterson, Hikaru; Pratt, Rebekah; Wolfson, Julian; Caspi, Caitlin E"
37245146,Jiang2023a,"Jiang, Qianxia",2023,Nutrition Practices of Family Child Care Home Providers and Children's Diet  Quality,J Nutr Educ Behav,55,7,480-492,10.1016/j.jneb.2023.03.005,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Jiang, Qianxia; Risica, Patricia Markham; Tovar, Alison; Cooksey Stowers, Kristen; Schwartz, Marlene B; Lombardi, Caitlin; Gans, Kim"
40344380,Justiz2025,"Jústiz, Amanda M",2025,Associations between healthy eating index and anthropometric outcomes in  multiethnic elementary-aged children,Pediatr Obes,20,8,e70018,10.1111/ijpo.70018,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Jústiz, Amanda M; Landry, Matthew J; Davis, Jaimie N"
40622382,Kiggundu2025,"Kiggundu, John Baptist",2025,Early findings from the integration of hypertension care into differentiated  service delivery models for HIV in Uganda: a mixed-method study,J Int AIDS Soc,28 Suppl 3,Suppl 3,e26499,10.1002/jia2.26499,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Kiggundu, John Baptist; Semitala, Fred C; Lipoto, Chelsea Faith; Giibwa, Lilian; Twine, Robert; Mwaka, Savio; Ayebare, Florence; Kiwala, Christine; Magambo, Evelyn N; Mutungi, Gerald; Ssinabulya, Isaac; Spiegelman, Donna; Kayima, James; Muddu, Martin; Schwartz, Jeremy I; Katahoire, Anne R; Longenecker, Chris T"
32579812,Landrigan2020,"Landrigan, Christopher P",2020,Effect on Patient Safety of a Resident Physician Schedule without 24-Hour Shifts,N Engl J Med,382,26,2514-2523,10.1056/NEJMoa1900669,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Landrigan, Christopher P; Rahman, Shadab A; Sullivan, Jason P; Vittinghoff, Eric; Barger, Laura K; Sanderson, Amy L; Wright, Kenneth P Jr; O'Brien, Conor S; Qadri, Salim; St Hilaire, Melissa A; Halbower, Ann C; Segar, Jeffrey L; McGuire, John K; Vitiello, Michael V; de la Iglesia, Horacio O; Poynter, Sue E; Yu, Pearl L; Zee, Phyllis C; Lockley, Steven W; Stone, Katie L; Czeisler, Charles A"
30256656,Lee2019,"Lee, Alison G",2019,"Prenatal Household Air Pollution Is Associated with Impaired Infant Lung Function  with Sex-Specific Effects. Evidence from GRAPHS, a Cluster Randomized Cookstove  Intervention Trial",Am J Respir Crit Care Med,199,6,738-746,10.1164/rccm.201804-0694OC,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Lee, Alison G; Kaali, Seyram; Quinn, Ashlinn; Delimini, Rupert; Burkart, Katrin; Opoku-Mensah, Jones; Wylie, Blair J; Yawson, Abena Konadu; Kinney, Patrick L; Ae-Ngibise, Kenneth A; Chillrud, Steven; Jack, Darby; Asante, Kwaku Poku"
35443809,Lombardo2022,"Lombardo, Sarah",2022,Balanced Crystalloid versus Saline in Adults with Traumatic Brain Injury:  Secondary Analysis of a Clinical Trial,J Neurotrauma,39,17-18,1159-1167,10.1089/neu.2021.0465,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Lombardo, Sarah; Smith, Michael C; Semler, Matthew W; Wang, Li; Dear, Mary Lynn; Lindsell, Christopher J; Freundlich, Robert E; Guillamondegui, Oscar D; Self, Wesley H; Rice, Todd W"
38087831,Loucka2024,"Loučka, Martin",2024,Hope and illness expectations: A cross-sectional study in patients with advanced  cancer,Palliat Med,38,1,131-139,10.1177/02692163231214422,Secondary data analysis,"Ignore03_NHLBI exclusion document, category headings","Loučka, Martin; Althouse, Andrew D; Arnold, Robert M; Smith, Thomas J; Smith, Kenneth J; White, Douglas B; Rosenzweig, Margaret Q; Schenker, Yael"
