task,split,paper_id,promptbook_version,judgment_index,pass_name,model_used,truth,decision,confidence,status,outcome,reasoning,promptbook_evidence,run_id,response_id,configuration_fingerprint,configuration_source,effort,route,transport
exclusion,build,U4A6LS8G,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,U7PLGE75,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,U9LEIXXF,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Self-declared subgroup/secondary analysis of DKA patients from SALT-ED/SMART trials, whose primary results were reported elsewhere.",E5,,,,,,,
exclusion,build,UBM2R4MP,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UHEKLJLC,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,UHLRHMGI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UIB8ZYW3,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Self-declared secondary analysis of a cluster-randomized trial (Jumpstart Tips), primary results published elsewhere.",E5,,,,,,,
exclusion,build,UMV6NC2L,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,UPVYYFVQ,v1,1,primary,claude-sonnet-5,no,no,0.85,scored,true_negative,"Cluster RCT (family-randomized), primary outcomes (energy/nutrient intake) reported with treatment effects; no exclusion criteria met.",E10,,,,,,,
exclusion,build,URUAWZAY,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,UVKTJIEB,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,V4KK3YW4,v1,1,primary,claude-sonnet-5,yes,yes,0.85,scored,true_positive,Describes campaign development process; outcomes/effectiveness relegated to a separate protocol/future paper; no treatment effect reported here.,E5,,,,,,,
exclusion,build,V6LBW3SS,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VAKS8AI7,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VD74N4DN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VFJZH9TR,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,VG2ZZL79,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VGZFSIYN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VIYWFDG9,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VMHXT33Z,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,VPCPTPZL,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VXZHWRTC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,VZQD5RZ8,v1,1,primary,claude-sonnet-5,yes,yes,0.93,scored,true_positive,"Self-declared secondary analysis of REDAPS stepped-wedge trial's usual-care period; also observational cohort design, not a treatment-effect trial itself.",E5,,,,,,,
exclusion,build,W2VQEXEG,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,W75ICDYI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,W8PNS3ZQ,v1,1,primary,claude-sonnet-5,yes,yes,0.97,scored,true_positive,"Explicitly self-declared 'pre-specified secondary analysis' of ICU-RESUS trial, pointing to primary results published elsewhere.",E5,,,,,,,
exclusion,build,W95M9S6N,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WCA66X4I,v1,1,primary,claude-sonnet-5,no,yes,0.85,scored,false_positive,"Design/protocol paper only; trial ongoing, no post-randomization treatment effect results reported ('results expected in 2021').",E6,,,,,,,
exclusion,build,WD74R75C,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WGQGTBTE,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WJWMFQRJ,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WK6HCXYF,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WKMKUPTU,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WPF7MUCV,v1,1,primary,claude-sonnet-5,yes,wrong_text,0.9,not_scored,wrong_text,"This is a commentary/letter critiquing another trial's statistical analysis, not a study report itself.",WRONG_TEXT,,,,,,,
exclusion,build,WTLH8PPX,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WTQJUCGN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,WUNIU4CC,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,WY9D5UIK,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,X2MP4F7R,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,X2MXMQA7,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,XEIAGV9H,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,XEKC6EFN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XFPCQLGP,v1,1,primary,claude-sonnet-5,no,no,0.93,scored,true_negative,"This is a full pragmatic cluster RCT (32 CHCs) with primary outcome (SBP change), reported here in full, none of the exclusion criteria apply.",E5,,,,,,,
exclusion,build,XGSXVHMB,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XSWEUIXG,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XVICZIA8,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XVK2U8K6,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XXY9RT8Q,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,XYJLRGVC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y5J6YZK2,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y65DB7TT,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Y9EY4XQ8,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YAIMEWET,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YCFJFHMC,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YFHGVNZN,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YJDJH8TY,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YNAD85P3,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YR23V33N,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,YUL5IEIT,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,YZ7GZ47B,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Z2W7K5DA,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,Z6DJN9CQ,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,Z6WDVTKT,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,ZETJJPRR,v1,1,primary,claude-sonnet-5,no,yes,0.85,scored,false_positive,"Primary outcome is provider adoption/fidelity of TDT guidelines (4As), not patient cessation outcomes—classic implementation study.",E7,,,,,,,
exclusion,build,ZFMGD92P,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,ZH47UTGY,v1,,,,no,,,missing,missing,,,,,,,,,
exclusion,build,ZQ2U7SAI,v1,,,,yes,,,missing,missing,,,,,,,,,
exclusion,build,ZS5WVT7S,v1,1,primary,claude-sonnet-5,yes,yes,0.85,scored,true_positive,"Observational feasibility cohort study simulating a proposed stepped-wedge trial; no actual randomization occurred, and it's a feasibility/methods paper.",E9,,,,,,,
exclusion,build,ZXHI8G3B,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,25GIEATL,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,26LDPI8G,v1,1,primary,claude-sonnet-5,no,no,0.75,scored,true_negative,"ICC and cluster size CV used for clustering, but restricted randomization (stratified by clinic size/baseline screening) not incorporated into power calc.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-b5ebccd041f48fe44981072518583e8cd7e0eec12f9fc6842a26210c13e2456b,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,2BDG7GVP,v1,1,primary,claude-sonnet-5,no,no,0.9,scored,true_negative,No sample-size/power analysis reported at all in this manuscript; refers to design elsewhere without ICC/effect size/cluster count here.,P6,run-power_analysis-r1-34dd7a28df27c27898a9,response-61d2a51519ee9a868bfc63113af5a68c0fc446074452707f457dca4ac6e71739,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,2HLT4Y2J,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,2LUUC2WH,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,2NRLZW3M,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,2RDD8DGI,v1,1,primary,claude-sonnet-5,yes,no,0.75,scored,false_negative,"Sites were stratified by type/ethnicity (restricted randomization) but power calc only used ICC=0.001, no stratum correlation accounted for.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-fd9ec721508c993c8583665308f407bafdf8aea594bb1fa7ee412c84d95ea36b,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,3H4J4BGD,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,49C5LL2B,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,4B9BMDV7,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,4FJHYJ4R,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,4GUDDLNQ,v1,1,primary,claude-sonnet-5,no,no,0.68,scored,true_negative,Power calc used autocorrelation between school means (clustering) but design was block-randomized (block size=4); no accounting for restriction-induced correlation.,P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-1dbc7aba2d97da6a450c5a7e9d8d6026b50177fba86cb98f99cd0f1316df9bb1,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,4IBT3NAD,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,4QHFZPVG,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,4T9MTMMP,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,4X4LV7H7,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,52L6RCJY,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,5VWZPNEQ,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"Power analysis accounts for clustering (8 clinics, ICC=0.05) but randomization was constrained by clinic size/region; that restriction correlation isn't incorporated.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-512863ccc6f6f6a56b549f5013d0f2a46fdee8f475ca5db7c90f2625ef0f3786,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,6M6JS3W5,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,6PNE2R2W,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,6XFGQN39,v1,1,primary,claude-sonnet-5,no,no,0.75,scored,true_negative,"Clinicians stratified/matched by age and sex (restricted randomization) but power calc only uses ICC for clinician clustering, ignoring matching correlation.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-2918c3a937330130fd7397f000e13ad26d2414df7c3d3710651590ca1a1c051f,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,72N55PAH,v1,1,primary,claude-sonnet-5,yes,yes,0.75,scored,true_positive,"Sample size calc used cluster randomization score test with 20 clusters of 5 each and effect size, accounting for clustering; no restricted randomization present.",P7,run-power_analysis-r1-34dd7a28df27c27898a9,response-fc8b7d09c67f0ccb4f4f95fbf351d8b7ec43367f2708138807da77fa418fc7e1,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,7KTF6M73,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,7M6ST2JQ,v1,1,primary,claude-sonnet-5,no,yes,0.55,scored,false_positive,"Teens, not schools, were randomized (stratified by school), so no cluster-level correlation applies; ICC 0.3-0.4 addresses repeated measures, correctly handled per P17.",P17,run-power_analysis-r1-34dd7a28df27c27898a9,response-112ac76cbdd552afc0daa797e9c69fdb456c8657c1f61cb67a132c0916b496da,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,84YU8UCD,v1,1,primary,claude-sonnet-5,no,no,0.75,scored,true_negative,"Power calc used ICC and cluster count (clustering handled), but randomization was stratified/block-constrained by health system with no accounting for that correlation.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-a567e43b3aefffa13441bdcee3f11ee99128d36881fceebac85ae46d8e22b054,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,9DKJKFAS,v1,1,primary,claude-sonnet-5,yes,no,0.72,scored,false_negative,"Clusters pair-matched within size strata (P10), but sample size uses only ICC/CV, no matching correlation accounted for (P11/P12).",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-471820881bb0724932e25ab4cd49dfe0e321f1b476199ed5b5a2c5d757c343de,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,9LTSBSEE,v1,1,primary,claude-sonnet-5,no,no,0.6,scored,true_negative,"No sample size/power calculation with ICC, effect size, cluster count given; only mentions >90% power to detect 5pp difference with design effect ~2, no derivation shown.",P5,run-power_analysis-r1-34dd7a28df27c27898a9,response-9aaa85206579c9858a48cb0cfc1d4a3f8141f7873b434bb7ad4ef9dacc41b732,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,9LX3EYI2,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,9PGIWTZJ,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,9THPD86J,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,9U8SD7BK,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,AQVRGUP7,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,ASUUZY3Z,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,AT7Y2KKR,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,B34VFBK3,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,B3KTU9TU,v1,1,primary,claude-sonnet-5,yes,no,0.72,scored,false_negative,"ICC 0.10 accounts for CHW clustering, but randomization was stratified by gender/urban-rural with no adjustment for induced stratum correlation in the power calc.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-4b19ea31ced74992e40be6a612575dbbe4ba45da53a2899a5d73c16a7b98fd46,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,BAABE7JM,v1,1,primary,claude-sonnet-5,no,yes,0.72,scored,false_positive,"Clustering handled via ICC=0.1, m=5, design effect 1+(m-1)ρ=1.4; block randomization (equal sites/arm) with no covariate matching, so no restriction adjustment needed.",P7,run-power_analysis-r1-34dd7a28df27c27898a9,response-09f9bed184027710707d7544f50c5a80be487d6c45be889e4a3cc6afb08d5224,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,BBQSQ5GY,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,BLWKH6C8,v1,1,primary,claude-sonnet-5,yes,yes,0.75,scored,true_positive,"Simulation-based power used exchangeable correlation (ICC=0.07) within clinician clusters, GEE, cluster count specified. No restricted randomization present.",P7,run-power_analysis-r1-34dd7a28df27c27898a9,response-c939bec954c810038f0c3f10f7ecd1b8de74ca208f50d3a3e2bbec1643859c88,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,BR4Y6FSS,v1,1,primary,claude-sonnet-5,no,no,0.9,scored,true_negative,"Sample size calc used individual-level formula (Charan & Biswas) with proportions only; no ICC, design effect, or cluster count reported.",P8,run-power_analysis-r1-34dd7a28df27c27898a9,response-60f908c3b88453751b78fdaec1d9efd2fec59c2279642aba73ff338ce19923c7,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,BW2B5H9P,v1,1,primary,claude-sonnet-5,no,no,0.85,scored,true_negative,"Sample size gives 88% power for 4mmHg difference with n=480 individuals, no ICC, design effect, or cluster count used—individual-level calculation ignoring clustering.",P8,run-power_analysis-r1-34dd7a28df27c27898a9,response-7cae68ba3455da562ffd1e113281ef7ae5e1446fc297563b6fe24a45d654d600,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,BYZJM332,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,C69UAKKB,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"Sites were matched into pairs on covariates (P10), but power calc only used ICC=0.10 with no matching correlation adjustment—restriction ignored while clustering handled (P12).",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-02cbbd894f048570f907f0fc3f16a6c7e29c9f55c84b1a3565eb9f541e1440de,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,C9P63S2B,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"CACs pair-matched by team size before randomization (P10), but power calc for primary outcome only uses ICC/design effect, not matching correlation (P12).",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-2293e4dceaeeac5483e76c1c003ff202d9f1cd2ecf405267c4e928879cd31e06,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,CG56AVM4,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,CKEF67C5,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"Power calc used ICC=0.02, cluster count, effect size (clustering handled), but randomization was stratified by site/FTE with no adjustment for stratum correlation.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-d9d741f349e30cf5076d4efdc6efa85cfd7904a3911a1fd9cafa16d56380a544,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,CMD8N46A,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,CR7JWN8H,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,D24FD6G2,v1,1,primary,claude-sonnet-5,yes,no,0.72,scored,false_negative,"Power calc assumes cluster size 1, an individual-level calculation with no ICC or design effect; clustering not properly accounted for.",P8,run-power_analysis-r1-34dd7a28df27c27898a9,response-d0653d016128408e6f36208c61269335ffab4a525ea92591cc5de0eaae3aaf4a,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,DCYTWR4N,v1,1,primary,claude-sonnet-5,no,no,0.9,scored,true_negative,"No sample size/power justification described anywhere in manuscript; absent, not undecidable.",P6,run-power_analysis-r1-34dd7a28df27c27898a9,response-10c462b6e60c309325cbac8dd6f0f99c19d4228cc5c64b65e04be6138d5818e7,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,DFJE8ALD,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"Power analysis used ICC=0.05 with 16 clusters (clustering handled), but churches were stratified by size before randomization and stratum correlation not accounted for.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-eb76804cb4911db6ff3ea353c66db044090007f115a8b0614532135fe4a507f2,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,DKMFB69S,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,E3JZCW7P,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,EBWFU9KS,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,EJY33FGY,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,EZW26HK2,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,FDVX9XTR,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,FEHWGZSQ,v1,1,primary,claude-sonnet-5,no,no,0.62,scored,true_negative,"Power analysis used ICC and cluster count (clustering handled) but randomization was stratified within NGOs, and this restriction was not incorporated into the power calc.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-7890ee8cdd00a63224455d680f3ec598628a7ccab2de08daabffece7da221d5c,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,FHVQQIX3,v1,1,primary,claude-sonnet-5,yes,yes,0.78,scored,true_positive,"Power analysis specifies clusters (16 churches), ICC=0.01, and CV of cluster sizes=0.50, satisfying clustering requirements. No restricted randomization present (balanced only by size).",P7,run-power_analysis-r1-34dd7a28df27c27898a9,response-51511363401735b982bfe132e86db685dae3f495ce820ee2690f4fcd1112d85d,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,FMXPAUEI,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,GMFGJ3S5,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,GX655FV4,v1,,,,yes,,,missing,missing,,,,,,,,,
power_analysis,build,GYRIVJLS,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,H7N83IW2,v1,1,primary,claude-sonnet-5,no,no,0.72,scored,true_negative,"Randomization stratified by department (P10) but power calc only uses ICC/cluster count; no stratum correlation accounted, per P12.",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-384e3a3e4e957081aea77396597d334d087001169d153e734b3dd17b663db1aa,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,HPIL7WVW,v1,1,primary,claude-sonnet-5,no,no,0.65,scored,true_negative,"Randomization stratified by practice size (P10) but power calc only used ICC/design effect for clustering, no stratum correlation accounted (P12).",P12,run-power_analysis-r1-34dd7a28df27c27898a9,response-ec978495fad329b080a089a3bd66018c5a7649e97fe18476cd31a6559aabf875,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
power_analysis,build,HRZIZRJP,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,I4N8RJX7,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,I6DQCI97,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,II5PE99X,v1,,,,no,,,missing,missing,,,,,,,,,
power_analysis,build,IPR6QU8P,v1,1,primary,claude-sonnet-5,yes,no,0.85,scored,false_negative,"Sample size/power calc explicitly deferred to prior protocol paper (ref 19), not described in this manuscript, violating P2/P6.",P2,run-power_analysis-r1-34dd7a28df27c27898a9,response-f34b820a55a880adc3a28401ae0041816e8479217c05f87ecb48efcdb33d0c0d,40f28a118bf87ac3fb6a86dc03f392653f40ce020a164d83c8c2acadb59a2a8d,C:\Users\charl\OneDrive\Desktop\CU Anschutz Research\Cluster-Paper Review\results\04_classification\raw\power_analysis_v1_r1\run_environment.json,medium,power_analysis,reading_room
